Ms. Pacman Rolling Horizon Agent Test Run.
Chromosome Size: 10
Population Size: 20
Computational Budget: 40
Mutation Rate: 50

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
10			0.20682447			0.12247111705591145
11			0.22973105			0.11738592673691396
12			0.25358808			0.11092367656978779
13			0.28599945			0.0945810399673702
14			0.28685483			0.11791524226220791
15			0.25815034			0.14455672632389874
16			0.29065672			0.1189617588781203
17			0.2925577			0.11943619445314813
18			0.3088109			0.10019149103740749
19			0.3250641			0.07268654822229081
20			0.2925577			0.11943618275666083

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0			0.0
1			0.0			0.0
2			0.0			0.0
3			0.003896968			0.017427775845461742
4			0.008744416			0.02712750288091562
5			0.016348258			0.05750978084427329
6			0.03763901			0.0697156288486223
7			0.04999525			0.0882714076167922
8			0.09257676			0.0906968097393954
9			0.16509835			0.11188356390067382
10			0.22802012			0.08186044963190273
11			0.25092667			0.05674770321312787
12			0.26337796			0.008501348774916085
13			0.26337796			0.008501348774916085
14			0.26432845			0.01975535478621653
15			0.25472865			0.07039586066251335
16			0.28048667			0.031091010882686263
17			0.29949632			0.008501350058704797
18			0.30139726			5.9604644775390625E-8
19			0.22421825			0.11215656712774985
20			0.27658972			0.0774976576558815
21			0.26337805			0.07862026764052868
22			0.28238767			0.05891443552370328
23			0.24436846			0.0905902728186184
24			0.25482374			0.08385797347832158

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.09760479			0.06607027824642742
1			0.112156644			0.06465639586890845
2			0.13781959			0.05588305211612458
3			0.18163672			0.05474963447547309
4			0.1785952			0.07341976890173571
5			0.20729968			0.048165991296688956
6			0.17099135			0.08652804138558833
7			0.17564869			0.106472178227347
8			0.21281247			0.09596169341424024
9			0.22526373			0.07123656495483513
10			0.26147702			2.9802322387695312E-8
11			0.2576751			0.01700270525256328
12			0.26147702			2.9802322387695312E-8
13			0.26147702			2.9802322387695312E-8
14			0.26147702			2.9802322387695312E-8
15			0.26147702			2.9802322387695312E-8
16			0.26147702			2.9802322387695312E-8
17			0.26147702			2.9802322387695312E-8
18			0.26147702			2.9802322387695312E-8
19			0.26147702			2.9802322387695312E-8
20			0.26147702			2.9802322387695312E-8
21			0.26147702			2.9802322387695312E-8
22			0.26147702			2.9802322387695312E-8
23			0.26147702			2.9802322387695312E-8
24			0.26147702			2.9802322387695312E-8
25			0.26147702			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.14570859			0.08872699158908966
1			0.16063115			0.09286340567358589
2			0.22526377			0.08942194066102749
3			0.26527897			0.06708799703907706
4			0.28714004			0.065230907416552
5			0.30035168			0.08101412033718047
6			0.34131733			0.013773764663778202
7			0.3298165			0.07448512824025567
8			0.34987167			0.014539553363475833
9			0.33646995			0.07608948433217007
10			0.358426			0.0069845713648918365
11			0.36127746			2.9802322387695312E-8
12			0.36127746			2.9802322387695312E-8
13			0.36127746			2.9802322387695312E-8
14			0.36127746			2.9802322387695312E-8
15			0.36127746			2.9802322387695312E-8
16			0.36127746			2.9802322387695312E-8
17			0.36127746			2.9802322387695312E-8
18			0.36127746			2.9802322387695312E-8
19			0.36127746			2.9802322387695312E-8
20			0.36127746			2.9802322387695312E-8
21			0.36127746			2.9802322387695312E-8
22			0.36127746			2.9802322387695312E-8
23			0.36127746			2.9802322387695312E-8
24			0.36127746			2.9802322387695312E-8
25			0.36127746			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.11377245			0.04391217439320315
1			0.13221176			0.03463714028105506
2			0.14932041			0.03870216258867573
3			0.16547857			0.03408500978084748
4			0.18733962			0.013969149500952661
5			0.19399296			0.01567572039325735
6			0.19874537			0.014161834843390356
7			0.19674934			0.04884764757884611
8			0.22250736			0.027184390285518122
9			0.23676455			0.028163735013147725
10			0.24807523			0.05563353655172129
11			0.26147702			2.9802322387695312E-8
12			0.26147702			2.9802322387695312E-8
13			0.26147702			2.9802322387695312E-8
14			0.26147702			2.9802322387695312E-8
15			0.26147702			2.9802322387695312E-8
16			0.26147702			2.9802322387695312E-8
17			0.26147702			2.9802322387695312E-8
18			0.26147702			2.9802322387695312E-8
19			0.26147702			2.9802322387695312E-8
20			0.26147702			2.9802322387695312E-8
21			0.26147702			2.9802322387695312E-8
22			0.26147702			2.9802322387695312E-8
23			0.26147702			2.9802322387695312E-8
24			0.26147702			2.9802322387695312E-8
25			0.26147702			2.9802322387695312E-8
26			0.26147702			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.055688627			0.05229731749275318
1			0.07413744			0.05328963815685472
2			0.099895455			0.05540573257763014
3			0.13221176			0.06270286300684294
4			0.13791467			0.07634667367368776
5			0.1797358			0.04807211447530694
6			0.17783482			0.06086041040115155
7			0.20159686			0.078401641998792
8			0.2624275			0.03918930126163613
9			0.26803532			0.059934526709337674
10			0.26803532			0.05993452865171257
11			0.24531886			0.07559752338535529
12			0.28143707			5.9604644775390625E-8
13			0.28143707			5.9604644775390625E-8
14			0.24246743			0.08320910226368397
15			0.26803532			0.05993452865171257
16			0.26337796			0.056423634851075745
17			0.24531884			0.07559753570483954
18			0.28143707			5.9604644775390625E-8
19			0.28143707			5.9604644775390625E-8
20			0.28143707			5.9604644775390625E-8
21			0.28143707			5.9604644775390625E-8
22			0.28143707			5.9604644775390625E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.08493014			0.08191047872090275
1			0.09932516			0.0798091966603361
2			0.13183157			0.07918291265076095
3			0.122136675			0.08448746446679158
4			0.15749454			0.08166321437376668
5			0.18714951			0.06803989345570052
6			0.18135159			0.08048237261690919
7			0.18239713			0.0779879082437485
8			0.20625417			0.06458509545973025
9			0.22906572			0.051396276845772144
10			0.24151702			5.9604644775390625E-8
11			0.2300162			0.05143317717783805
12			0.2185154			0.07089575284283438
13			0.24151702			5.9604644775390625E-8
14			0.24151702			5.9604644775390625E-8
15			0.24151702			5.9604644775390625E-8
16			0.24151702			5.9604644775390625E-8
17			0.24151702			5.9604644775390625E-8
18			0.24151702			5.9604644775390625E-8
19			0.24151702			5.9604644775390625E-8
20			0.2300162			0.051433181704694964

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0031936127			0.013469726294540539
1			0.0			0.0
2			0.0			0.0
3			0.004847448			0.021678448976760398
4			0.004847448			0.021678452333069264
5			0.009694896			0.029881673717928013
6			0.014542344			0.0356213236075673
7			0.024237238			0.04335689392594966
8			0.07271171			0.045986932299734606
9			0.07755916			0.04335689526847341
10			0.0824066			0.0399730737543758
11			0.07755916			0.04335689526847341
12			0.07755916			0.04335689526847341
13			0.087254055			0.03562132033943138
14			0.0824066			0.039973076666719204
15			0.0921015			0.029881674691897217
16			0.07755916			0.04335689661099713
17			0.07755916			0.04335689661099713
18			0.0921015			0.029881673717928013
19			0.087254055			0.0356213236075673
20			0.07271171			0.045986932299734606
21			0.0824066			0.03997307521054753
22			0.09694895			0.02167844696297483
23			0.0824066			0.039973076666719204
24			0.087254055			0.035621325241635145
25			0.0921015			0.029881672743958778
26			0.06786426			0.04798728564172407
27			0.09694895			0.02167844964802221
28			0.087254055			0.035621315437226936
29			0.06786426			0.04798728564172407
30			0.06786426			0.04798728564172407
31			0.06786426			0.04798728564172407
32			0.0824066			0.03997307521054753
33			0.087254055			0.0356213236075673
34			0.07755916			0.04335689661099713
35			0.07755916			0.04335689526847341
36			0.0824066			0.039973076666719204
37			0.09694895			0.02167844629171293
38			0.07755916			0.04335689661099713
39			0.1017964			0.0
40			0.087254055			0.035621321973499376
41			0.087254055			0.03562132033943138
42			0.0824066			0.039973076666719204
43			0.09694895			0.021678447634236705
44			0.087254055			0.035621325241635145
45			0.087254055			0.0356213236075673
46			0.09694895			0.02167844629171293
47			0.087254055			0.03562131870536331
48			0.0921015			0.029881673717928013

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0065868264			0.026435625259725693
1			0.0010455281			9.968717303660251E-4
2			0.00427716			0.012910444315763858
3			0.0043722093			0.012885929917951601
4			0.00437221			0.012885930482595169
5			0.004752402			0.012780329529378368
6			0.004752402			0.012780329529378368
7			0.004657354			0.012807869786903082
8			0.004657354			0.012807869786903082
9			0.00484745			0.01275203257682192
10			0.00484745			0.01275203257682192
11			0.007413746			0.017683528584083612
12			0.0046573537			0.012807869218818156
13			0.004752402			0.012780330098687433
14			0.007603842			0.01761339460675066
15			0.021670943			0.028437312128486568
16			0.047619037			0.025504053742193628
17			0.05892976			0.01317709524208468
18			0.05303678			0.021652177994773404
19			0.05892976			0.013177095794251704
20			0.061876252			3.725290298461914E-9
21			0.061876252			3.725290298461914E-9
22			0.05892976			0.013177095794251704
23			0.05598327			0.018163374085352957
24			0.061876252			3.725290298461914E-9
25			0.05598327			0.018163372483016763
26			0.05598327			0.018163374085352957
27			0.05598327			0.018163374886521002
28			0.05598327			0.018163374085352957
29			0.05892976			0.01317709524208468
30			0.061876252			3.725290298461914E-9
31			0.05598327			0.018163374085352957
32			0.05892976			0.01317709524208468
33			0.05892976			0.013177095794251704

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			4.99002E-4			8.642967482203476E-4
1			0.0066533606			0.02575608112259707
2			0.017869024			0.03531823325876946
3			0.023476858			0.03864469458052806
4			0.037829097			0.04047459881357214
5			0.042676542			0.04173007237945041
6			0.06539303			0.039243887927499034
7			0.07784431			0.0401050747434702
8			0.09305198			0.030486263421284666
9			0.09789942			0.022298835625170692
10			0.09789942			0.022298835625170692
11			0.09789942			0.02229883693034331
12			0.102746874			0.004250677168999553
13			0.10075086			0.023837911050265014
14			0.103602305			0.024959827440947283
15			0.11510311			0.009409273073626774
16			0.11500807			0.026064654848312198
17			0.11595856			0.02592912111686695
18			0.11595856			0.02592912223930491
19			0.12175649			0.0
20			0.12175649			0.0
21			0.11595856			0.02592912223930491
22			0.12175649			0.0
23			0.12175649			0.0
24			0.11595856			0.02592912223930491
25			0.11595856			0.02592912336174282
26			0.12175649			0.0
27			0.12175649			0.0
28			0.12175649			0.0
29			0.11016063			0.035740830051722454
30			0.10436269			0.04260589318611832
31			0.12175649			0.0
32			0.11595856			0.02592912336174282
33			0.11016063			0.03574083330893043
34			0.10436269			0.04260589318611832
35			0.12175649			0.0
36			0.12175649			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0			0.0
1			0.0			0.0
2			0.0			0.0
3			0.0			0.0
4			0.0			0.0
5			0.0			0.0
6			0.0			0.0
7			0.0			0.0
8			0.0			0.0
9			0.0			0.0
10			9.5048E-5			4.2506754773411105E-4
11			1.90096E-4			5.859153438051022E-4
12			9.5048E-5			4.250674474381242E-4
13			3.80192E-4			7.837859123271106E-4
14			0.001520768			0.004646671997589029
15			7.60384E-4			9.693032464934584E-4
16			0.0026613432			0.004370141978300094
17			0.0015207682			8.501350620362298E-4
18			0.001805912			5.859153195509925E-4
19			0.001805912			5.859152225345439E-4
20			0.001805912			5.859152467886575E-4
21			0.00190096			4.2506746415412367E-4
22			0.001996008			0.0
23			0.001710864			6.984573090237986E-4
24			0.001996008			0.0
25			0.00190096			4.2506754773411105E-4
26			0.001996008			0.0
27			0.001996008			0.0
28			0.00190096			4.250675143021181E-4
29			0.001996008			0.0
30			0.00190096			4.250674975861206E-4
31			0.00190096			4.2506746415412367E-4
32			0.00190096			4.2506756445010656E-4
33			0.00190096			4.250674975861206E-4
34			0.00190096			4.250674975861206E-4
35			0.001996008			0.0
36			0.001996008			0.0
37			0.00190096			4.250674474381242E-4
38			0.001996008			0.0
39			0.00190096			4.250675143021181E-4
40			0.00190096			4.250674808701225E-4
41			0.00190096			4.250675143021181E-4
42			0.00190096			4.250675143021181E-4
43			0.00190096			4.2506754773411105E-4
44			0.001996008			0.0
45			0.00190096			4.250674975861206E-4
46			0.0016158161			7.837859485891923E-4
47			0.00190096			4.2506756445010656E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0			0.0
1			0.0			0.0
2			9.5048E-5			4.250674975861206E-4
3			0.0			0.0
4			0.0			0.0
5			0.0			0.0
6			9.5048E-5			4.250675143021181E-4
7			0.0			0.0
8			0.0			0.0
9			0.0			0.0
10			0.0			0.0
11			0.0			0.0
12			0.0			0.0
13			0.0			0.0
14			9.5048E-5			4.250675143021181E-4
15			0.0			0.0
16			0.0			0.0
17			0.0			0.0
18			9.5048E-5			4.250675310181149E-4
19			0.0			0.0
20			0.0			0.0
21			9.5048E-5			4.2506754773411105E-4
22			0.0			0.0
23			0.0			0.0
24			0.0			0.0
25			0.0			0.0
26			0.0			0.0
27			0.0			0.0
28			0.0			0.0
29			0.0			0.0
30			0.0			0.0
31			0.0			0.0
32			0.0			0.0
33			9.5048E-5			4.2506754773411105E-4
34			0.0			0.0
35			0.0			0.0
36			0.0			0.0
37			0.0			0.0
38			0.0			0.0
39			0.0			0.0
40			0.0			0.0
41			0.0			0.0
42			0.0			0.0
43			0.0			0.0
44			0.0			0.0
45			0.0			0.0
46			0.0			0.0
47			0.0			0.0
48			0.0			0.0
49			9.5048E-5			4.2506754773411105E-4
50			0.0			0.0
51			0.0			0.0
52			0.0			0.0
53			0.0			0.0
54			0.0			0.0
55			0.0			0.0
56			0.0			0.0
57			0.0			0.0
58			0.0			0.0
59			0.0			0.0
60			0.0			0.0
61			0.0			0.0
62			0.0			0.0
63			0.0			0.0
64			0.0			0.0
65			0.0			0.0
66			0.0			0.0
67			0.0			0.0
68			0.0			0.0
69			0.0			0.0
70			0.0			0.0
71			0.0			0.0
72			0.0			0.0
73			0.0			0.0
74			0.0			0.0
75			0.0			0.0
76			0.0			0.0
77			9.5048E-5			4.2506756445010656E-4
78			0.0			0.0
79			9.5048E-5			4.250675310181149E-4
80			0.0			0.0
81			0.0			0.0
82			0.0			0.0
83			0.0			0.0
84			0.0			0.0
85			0.0			0.0
86			0.0			0.0
87			0.0			0.0
88			0.0			0.0
89			0.0			0.0
90			0.0			0.0
91			0.0			0.0
92			0.0			0.0
93			0.0			0.0
94			0.0			0.0
95			0.0			0.0
96			0.0			0.0
97			0.0			0.0
98			0.0			0.0
99			0.0			0.0
100			0.0			0.0
101			0.0			0.0
102			0.0			0.0
103			0.0			0.0
104			0.0			0.0
105			0.0			0.0
106			0.0			0.0
107			0.0			0.0
108			0.0			0.0
109			0.0			0.0
110			0.0			0.0
111			9.5048E-5			4.2506746415412367E-4
112			0.0			0.0
113			9.5048E-5			4.250675143021181E-4
114			0.0			0.0
115			0.0			0.0
116			0.0			0.0
117			0.0			0.0
118			0.0			0.0
119			0.0			0.0
120			0.0			0.0
121			0.0			0.0
122			0.0			0.0
123			0.0			0.0
124			0.0			0.0
125			0.0			0.0
126			0.0			0.0
127			9.5048E-5			4.250674975861206E-4
128			9.5048E-5			4.2506746415412367E-4
129			0.0			0.0
130			0.0			0.0
131			0.0			0.0
132			0.0			0.0
133			0.0			0.0
134			9.5048E-5			4.250674808701225E-4
135			0.0			0.0
136			0.0			0.0
137			0.0			0.0
138			0.0			0.0
139			0.0			0.0
140			0.0			0.0
141			0.0			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			9.9800396E-5			4.3501983566283405E-4
1			9.5048E-5			4.250674474381242E-4
2			2.8514402E-4			6.984573090237986E-4
3			7.60384E-4			9.693032464934584E-4
4			0.0011405761			9.87767799160072E-4
5			0.001805912			5.859152225345439E-4
6			0.001996008			0.0
7			0.00190096			4.250674808701225E-4
8			0.00190096			4.2506756445010656E-4
9			0.001996008			0.0
10			0.001996008			0.0
11			0.001805912			5.859152467886575E-4
12			0.00190096			4.2506746415412367E-4
13			0.001996008			0.0
14			0.001710864			6.984573904080361E-4
15			0.00190096			4.250674808701225E-4
16			0.001710864			6.984573497159185E-4
17			0.001996008			0.0
18			0.001805912			5.859151740263134E-4
19			0.00190096			4.2506746415412367E-4
20			0.001996008			0.0
21			0.00190096			4.250674474381242E-4
22			0.001996008			0.0
23			0.00190096			4.250675143021181E-4
24			0.001996008			0.0
25			0.001996008			0.0
26			0.001996008			0.0
27			0.00190096			4.2506756445010656E-4
28			0.00190096			4.250675310181149E-4
29			0.00190096			4.250674975861206E-4
30			0.001996008			0.0
31			0.001996008			0.0
32			0.001996008			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			3.9920158E-4			7.98403128797296E-4
1			7.60384E-4			9.693032464934584E-4
2			0.0012356242			9.693032464934584E-4
3			0.001805912			5.859152952968819E-4
4			0.001710864			6.984573090237986E-4
5			0.001710864			6.984572683316762E-4
6			0.001996008			0.0
7			0.0014257202			9.017044245753852E-4
8			0.00190096			4.250674975861206E-4
9			0.00190096			4.2506746415412367E-4
10			0.00190096			4.250674474381242E-4
11			0.00190096			4.2506754773411105E-4
12			0.001996008			0.0
13			0.00190096			4.2506746415412367E-4
14			0.00190096			4.250674474381242E-4
15			0.00190096			4.250675143021181E-4
16			0.001805912			5.859151982804291E-4
17			0.00190096			4.250674975861206E-4
18			0.001996008			0.0
19			0.001996008			0.0
20			0.00190096			4.250674474381242E-4
21			0.001805912			5.859151497721967E-4
22			0.00190096			4.250675310181149E-4
23			0.001996008			0.0
24			0.001996008			0.0
25			0.001996008			0.0
26			0.00190096			4.2506746415412367E-4
27			0.001996008			0.0
28			0.001996008			0.0
29			0.001996008			0.0
30			0.00190096			4.2506754773411105E-4
31			0.00190096			4.250675310181149E-4
32			0.001996008			0.0
33			0.001996008			0.0
34			0.00190096			4.250674975861206E-4
35			0.001996008			0.0
36			0.001805912			5.85915125518079E-4
37			0.001996008			0.0
38			0.00190096			4.250675143021181E-4
39			0.001996008			0.0
40			0.001805912			5.85915125518079E-4
41			0.001996008			0.0
42			0.001996008			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0021956088			0.009122871041594096
1			0.0023762			0.00887567466281066
2			0.0026613437			0.008826681515294888
3			0.0029464874			0.008768148258098242
4			0.0036118242			0.008593304782410334
5			0.0037068725			0.008563821616672398
6			0.0038969687			0.008501348774916085
7			0.0037068725			0.008563821616672398
8			0.0036118242			0.008593304782410334
9			0.0037068725			0.008563821616672398
10			0.0036118242			0.008593304782410334
11			0.009124609			0.02662701647392857
12			0.0095048025			0.026507989571334364
13			0.0035167763			0.00862164454111526
14			0.0038019207			0.008533169123081333
15			0.0038969687			0.008501348774916085
16			0.0057028807			0.01175678743265601
17			0.0076038414			0.01401434113403024
18			0.013116625			0.028063154312581693
19			0.01710864			0.035910032364245566
20			0.028419353			0.04159997872127249
21			0.045623045			0.046031108313269266
22			0.06472769			0.05164177275448376
23			0.09124606			0.049306006798662406
24			0.11035071			0.035154905558416404
25			0.08174126			0.056591491517369606
26			0.07014542			0.05959849785198455
27			0.12175649			0.0
28			0.10455279			0.04214175611946798
29			0.12175649			0.0
30			0.11595856			0.02592912336174282
31			0.12175649			0.0
32			0.12175649			0.0
33			0.12175649			0.0
34			0.11595856			0.02592912223930491
35			0.11595856			0.02592912223930491
36			0.09856476			0.047810943549353495

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.006487026			0.026456522601160812
1			0.007413744			0.025982022652738027
2			0.007793937			0.025885183094958165
3			0.0073186974			0.025600924179517256
4			0.007603842			0.025528836505822758
5			0.00769889			0.02550406515364384
6			0.007603842			0.025528836505822758
7			0.00769889			0.02550406515364384
8			0.007603842			0.025528836505822758
9			0.00769889			0.02550406515364384
10			0.00769889			0.02550406515364384
11			0.00769889			0.02550406515364384
12			0.00769889			0.02550406515364384
13			0.00769889			0.02550406515364384
14			0.00769889			0.02550406515364384
15			0.007603842			0.025528836505822758
16			0.00769889			0.02550406515364384
17			0.00190096			4.250674474381242E-4
18			0.00190096			4.2506754773411105E-4
19			0.001996008			0.0
20			0.001996008			0.0
21			0.001996008			0.0
22			0.001996008			0.0
23			0.001996008			0.0
24			0.001996008			0.0
25			0.001996008			0.0
26			0.001996008			0.0
27			0.001996008			0.0
28			0.001996008			0.0
29			0.001996008			0.0
30			0.001996008			0.0
31			0.001996008			0.0
32			0.001996008			0.0
33			0.001996008			0.0
34			0.001996008			0.0
35			0.001996008			0.0
36			0.001996008			0.0
37			0.00190096			4.250675143021181E-4
38			0.001996008			0.0
39			0.001996008			0.0
40			0.00190096			4.250674474381242E-4
41			0.001996008			0.0
42			0.001996008			0.0
43			0.001996008			0.0
44			0.001996008			0.0
45			0.001996008			0.0
46			0.001996008			0.0
47			0.001996008			0.0
48			0.001996008			0.0
49			0.001996008			0.0
50			0.001996008			0.0
51			0.001996008			0.0
52			0.001996008			0.0
53			0.001996008			0.0
54			0.001996008			0.0
55			0.001996008			0.0
56			0.001996008			0.0
57			0.001996008			0.0
58			0.001996008			0.0
59			0.001996008			0.0
60			0.001996008			0.0
61			0.001996008			0.0
62			0.001996008			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			1.9960079E-4			5.988023465979721E-4
1			6.65336E-4			9.409273424017097E-4
2			6.65336E-4			9.409272215774548E-4
3			0.005037545			0.012001665684584597
4			0.005607832			0.01179438388058311
5			0.014257201			0.020000776076998798
6			0.027468871			0.02080617860382973
7			0.038969688			0.013032327424156099
8			0.038969684			0.01303232574925387
9			0.036973678			0.015419470672939731
10			0.040965695			0.009693034282885597
11			0.042866655			0.0042506773829642085
12			0.042866655			0.0042506773829642085
13			0.040870648			0.010076880426107099
14			0.03906473			0.01275202801224204
15			0.037068725			0.015195795204915664
16			0.038969684			0.013032326865855379
17			0.042866655			0.0042506773829642085
18			0.040965695			0.009693035408842183
19			0.042866655			0.0042506773829642085
20			0.042866655			0.0042506773829642085
21			0.04476762			0.0069845726670399125
22			0.040015206			0.02034116127639162
23			0.04476761			0.019755355522822635
24			0.056173377			0.009017044270969839
25			0.05892976			0.013177095794251704
26			0.061876252			3.725290298461914E-9
27			0.05598327			0.018163374085352957
28			0.05598327			0.018163374886521002
29			0.061876252			3.725290298461914E-9
30			0.061876252			3.725290298461914E-9
31			0.061876252			3.725290298461914E-9
32			0.05892976			0.01317709524208468
33			0.061876252			3.725290298461914E-9
34			0.05598327			0.018163373284184877
35			0.061876252			3.725290298461914E-9
36			0.061876252			3.725290298461914E-9
37			0.061876252			3.725290298461914E-9

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.004291417			0.01404706315469116
1			0.0072236485			0.01726371245207357
2			0.012166144			0.021637568176153584
3			0.028039161			0.024758134075296073
4			0.042676557			0.019376275523849646
5			0.049329918			0.0184398022914989
6			0.059975296			0.005859150857413238
7			0.05892976			0.013177095794251704
8			0.061876252			3.725290298461914E-9
9			0.05892976			0.01317709524208468
10			0.05892976			0.01317709524208468
11			0.061876252			3.725290298461914E-9
12			0.061876252			3.725290298461914E-9
13			0.05892976			0.01317709524208468
14			0.061876252			3.725290298461914E-9
15			0.061876252			3.725290298461914E-9
16			0.05892976			0.013177095794251704
17			0.061876252			3.725290298461914E-9
18			0.05892976			0.013177095794251704
19			0.061876252			3.725290298461914E-9
20			0.061876252			3.725290298461914E-9
21			0.05892976			0.01317709524208468
22			0.05598327			0.018163374085352957
23			0.05892976			0.013177095794251704
24			0.061876252			3.725290298461914E-9
25			0.061876252			3.725290298461914E-9
26			0.05892976			0.01317709524208468
27			0.05892976			0.01317709524208468
28			0.05892976			0.01317709524208468
29			0.05892976			0.01317709524208468
30			0.05892976			0.013177095794251704
31			0.061876252			3.725290298461914E-9
32			0.05892976			0.01317709524208468
33			0.061876252			3.725290298461914E-9
34			0.061876252			3.725290298461914E-9
35			0.061876252			3.725290298461914E-9
36			0.061876252			3.725290298461914E-9
37			0.061876252			3.725290298461914E-9
38			0.061876252			3.725290298461914E-9
39			0.05009029			0.024297364996985947
40			0.05892976			0.01317709524208468

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.010379242			0.021232869526636822
1			0.04106074			0.052204460864970784
2			0.062256444			0.06321728278426601
3			0.08430758			0.07155971231194909
4			0.118810005			0.0701992394267557
5			0.1633875			0.060206591454859015
6			0.16833			0.07677148825753428
7			0.2053987			0.017002706108422076
8			0.20159677			0.02133822446295727
9			0.19579884			0.046959857327107786
10			0.19579884			0.04695985484806863
11			0.19579884			0.046959857327107786
12			0.2053987			0.017002706108422076
13			0.20825014			0.020737021347510237
14			0.20825016			0.02975472572509551
15			0.2206064			0.03047470418968724
16			0.24151693			0.035385439444944856
17			0.26813036			0.017781851946022824
18			0.27478373			0.009409269980525424
19			0.28143707			5.9604644775390625E-8
20			0.28143707			5.9604644775390625E-8
21			0.26803532			0.05993452865171257
22			0.26803532			0.059934526709337674
23			0.25463358			0.08261405451901196
24			0.28143707			5.9604644775390625E-8
25			0.28143707			5.9604644775390625E-8
26			0.28143707			5.9604644775390625E-8
27			0.26803532			0.05993452865171257
28			0.25463358			0.082614048882425
