Ms. Pacman Rolling Horizon Agent Test Run.
Chromosome Size: 10
Population Size: 20
Computational Budget: 40
Mutation Rate: 50

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
Generation	Average Fitness		Standard Deviation
0			0.0030938124			0.013485615780184208
1			0.005892976			0.018163374886521002
2			0.020435318			0.04114601577469863
3			0.051420968			0.05684712396565299
4			0.07480278			0.05468589490851078
5			0.08535311			0.06063242989660108
6			0.1023667			0.06357197926059002
7			0.1310712			0.057098303039910654
8			0.14627887			0.05017939261302748
9			0.14722936			0.05027293760025948
10			0.15198176			0.05231595938534505
11			0.15968063			0.039777337910980363
12			0.12707917			0.06710334888997911
13			0.0972341			0.08043014968565121
14			0.13382758			0.06081541368445236
15			0.14627887			0.0501793879730619
16			0.1568292			0.03730922610200626
17			0.14913031			0.05002794527889741
18			0.14627887			0.05017939261302748
19			0.13658397			0.06848919326552695
20			0.16243704			0.06193440416035013
21			0.18914554			0.05278031899744584
22			0.21015112			0.02351357734080365
23			0.22155687			1.4901161193847656E-8
24			0.22155687			1.4901161193847656E-8
25			0.22155687			1.4901161193847656E-8
26			0.22155687			1.4901161193847656E-8
27			0.22155687			1.4901161193847656E-8
28			0.22155687			1.4901161193847656E-8
29			0.22155687			1.4901161193847656E-8
30			0.22155687			1.4901161193847656E-8
31			0.22155687			1.4901161193847656E-8
32			0.22155687			1.4901161193847656E-8
33			0.22155687			1.4901161193847656E-8
34			0.22155687			1.4901161193847656E-8
35			0.22155687			1.4901161193847656E-8
36			0.22155687			1.4901161193847656E-8
37			0.22155687			1.4901161193847656E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.01007984			0.04393699885248047
1			0.009599848			0.04293181582226345
2			0.022051135			0.06859135095663234
3			0.012451288			0.05568385190713235
4			0.012451288			0.05568385190713235
5			0.024902577			0.07675489111915003
6			0.024902577			0.07675489111915003
7			0.06900484			0.11014461523526943
8			0.14760953			0.11804119926430905
9			0.2500713			0.02351357610305787
10			0.26147702			2.9802322387695312E-8
11			0.26147702			2.9802322387695312E-8
12			0.26147702			2.9802322387695312E-8
13			0.24902573			0.055683847725836615
14			0.26147702			2.9802322387695312E-8
15			0.26147702			2.9802322387695312E-8
16			0.24902573			0.05568384563518863
17			0.26147702			2.9802322387695312E-8
18			0.26147702			2.9802322387695312E-8
19			0.26147702			2.9802322387695312E-8
20			0.24902573			0.055683847725836615
21			0.26147702			2.9802322387695312E-8
22			0.26147702			2.9802322387695312E-8
23			0.24902573			0.05568384981648452
24			0.26147702			2.9802322387695312E-8
25			0.26147702			2.9802322387695312E-8
26			0.26147702			2.9802322387695312E-8
27			0.23657444			0.07675488201885737
28			0.26147702			2.9802322387695312E-8
29			0.24902573			0.05568384981648452
30			0.24902573			0.05568385399778009
31			0.24902573			0.055683847725836615
32			0.26147702			2.9802322387695312E-8
33			0.26147702			2.9802322387695312E-8
34			0.26147702			2.9802322387695312E-8
35			0.24902573			0.05568385399778009

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.009081836			0.03958681166705471
1			0.017298736			0.05331830302144342
2			0.022146184			0.056081059031021604
3			0.025948104			0.06355962087619398
4			0.043246835			0.07736230432596114
5			0.065393016			0.08493824907980252
6			0.097044006			0.09289987380887414
7			0.1575896			0.06489029285434082
8			0.16623896			0.054597441992387405
9			0.16623896			0.054597444124636005
10			0.17488834			0.04001734743680626
11			0.1767893			0.0412227899447467
12			0.16139153			0.06731209983680173
13			0.16139153			0.06731210329577328
14			0.17764473			0.06047607712624193
15			0.19769984			0.04795358933149095
16			0.18610398			0.07685934599871785
17			0.22155687			1.4901161193847656E-8
18			0.22155687			1.4901161193847656E-8
19			0.21775496			0.011718309165689727
20			0.20045623			0.06503660352027833
21			0.21100655			0.04718250007381943
22			0.22155687			1.4901161193847656E-8
23			0.20045623			0.06503659636029015
24			0.20045623			0.06503660352027833
25			0.22155687			1.4901161193847656E-8
26			0.21100655			0.04718249267179554
27			0.21100655			0.04718249267179554
28			0.22155687			1.4901161193847656E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0			0.0
1			0.0057979277			0.02592912336174282
2			0.0115958555			0.03574082353730562
3			0.018439312			0.042435275351241704
4			0.017393783			0.04260590001705788
5			0.052181352			0.06025383004874631
6			0.05797928			0.060809178683852445
7			0.081170976			0.05739655723168639
8			0.11016063			0.035740830051722454
9			0.086968906			0.055003978994421776
10			0.10436269			0.04260589318611832
11			0.09856476			0.04781093624462437
12			0.09856476			0.047810943549353495
13			0.09856476			0.04781093624462437
14			0.086968906			0.055003978994421776
15			0.11016063			0.035740830051722454
16			0.10436269			0.04260589318611832
17			0.0637772			0.06080918251272568
18			0.11016063			0.03574083330893043
19			0.10436269			0.04260589318611832
20			0.09276683			0.05185824896836137
21			0.086968906			0.055003978994421776
22			0.11595856			0.02592912223930491
23			0.11016063			0.035740830051722454
24			0.086968906			0.055003978994421776
25			0.081170976			0.05739655520342321
26			0.10436269			0.04260589318611832
27			0.081170976			0.05739655520342321
28			0.09276683			0.05185824672348564
29			0.086968906			0.055003978994421776
30			0.10436269			0.04260589318611832
31			0.11016063			0.03574083330893043
32			0.10436269			0.04260589318611832
33			0.09276683			0.051858251213237
34			0.10436269			0.04260589318611832
35			0.11595856			0.02592912336174282
36			0.10436269			0.04260589318611832

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0060878242			0.026536213221796848
1			0.0			0.0
2			0.0057979277			0.02592912223930491
3			0.0			0.0
4			0.0057979277			0.02592912336174282
5			0.0057979277			0.025929124484180686
6			0.0057979277			0.025929124484180686
7			0.0057979277			0.025929124484180686
8			0.009694896			0.030509963039157314
9			0.0057979277			0.025929124484180686
10			0.0057979277			0.025929124484180686
11			0.0115008075			0.051433179441266554
12			0.018344264			0.05630291570760693
13			0.0115008075			0.051433181704694964
14			0.0			0.0
15			0.0			0.0
16			0.001996008			0.008926418907580221
17			0.0			0.0
18			0.0			0.0
19			0.0			0.0
20			0.0			0.0
21			0.0			0.0
22			0.0			0.0
23			0.0			0.0
24			0.0			0.0
25			0.0			0.0
26			0.0			0.0
27			0.0057979277			0.025929124484180686
28			0.0057979277			0.025929124484180686
29			0.0			0.0
30			0.0057979277			0.02592912336174282
31			0.0			0.0
32			0.0			0.0
33			0.0			0.0
34			0.0057979277			0.02592912111686695
35			0.0			0.0
36			0.0			0.0
37			0.0057979277			0.02592912111686695
38			0.0			0.0
39			0.0			0.0
40			0.0			0.0
41			0.001045528			0.004675743312286414
42			0.0			0.0
43			0.0			0.0
44			0.0			0.0
45			0.0			0.0
46			0.0			0.0
47			0.0			0.0
48			0.0			0.0
49			0.0057979277			0.025929124484180686
50			0.0			0.0
51			0.001045528			0.004675743506799804
52			0.0			0.0
53			0.0			0.0
54			0.001045528			0.004675743701313186
55			0.0			0.0
56			0.0			0.0
57			0.0			0.0
58			0.0			0.0
59			0.0057979277			0.02592912223930491
60			0.0			0.0
61			0.0057979277			0.02592912336174282
62			0.0			0.0
63			0.0057979277			0.02592912336174282
64			0.0			0.0
65			0.0			0.0
66			0.0			0.0
67			0.0			0.0
68			0.0057979277			0.02592912223930491
69			0.0			0.0
70			0.0			0.0
71			0.0057979277			0.02592912223930491
72			0.0			0.0
73			0.0			0.0
74			0.0057979277			0.02592912111686695
75			0.0			0.0
76			0.0057979277			0.02592912336174282
77			0.0			0.0
78			0.0			0.0
79			0.0057979277			0.02592912336174282
80			0.0			0.0
81			0.0057979277			0.025929124484180686
82			0.0			0.0
83			0.0			0.0
84			0.0			0.0
85			0.0			0.0
86			0.0115958555			0.03574083330893043
87			0.0057979277			0.025929124484180686
88			0.0			0.0
89			0.0			0.0
90			0.0057979277			0.02592912223930491
91			0.0			0.0
92			0.0			0.0
93			0.0			0.0
94			0.0			0.0
95			0.0057979277			0.02592912223930491
96			0.0057979277			0.02592912336174282
97			0.0057979277			0.02592912223930491
98			0.0057979277			0.02592912336174282

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.06067865			0.1021819754369969
1			0.080790795			0.09678481387842883
2			0.09789944			0.0909704280339443
3			0.1083547			0.0892368582121345
4			0.12745936			0.08105317079894504
5			0.13316225			0.07902140735916732
6			0.11881			0.03531898972441833
7			0.12936032			0.0310910118187713
8			0.13496816			0.04928034937292032
9			0.1423819			0.07407246465788261
10			0.18144664			0.07045089823320784
11			0.15350252			0.09933722005054402
12			0.18990591			0.07752877054205196
13			0.17935558			0.08700023087211921
14			0.22155687			1.4901161193847656E-8
15			0.20045623			0.06503659636029015
16			0.21100655			0.04718249020445399
17			0.17935558			0.08700023087211921
18			0.20045623			0.06503659994028434
19			0.20045623			0.06503659636029015
20			0.18990591			0.07752876453574871
21			0.18990591			0.07752877054205196
22			0.20045623			0.06503661068026573
23			0.21100655			0.04718249020445399
24			0.20045623			0.06503658920030117
25			0.18990591			0.07752877654835472
26			0.18990591			0.07752877654835472
27			0.17935558			0.08700023087211921
28			0.18990591			0.07752876453574871
29			0.17935558			0.08700023087211921

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.05479042			0.04442844256210897
1			0.07033552			0.03312528475715493
2			0.073186964			0.03480884980403032
3			0.092291616			0.02434416899034357
4			0.088394634			0.04722269074698047
5			0.09780439			0.047550419157763736
6			0.1138675			0.052692434180696135
7			0.14551847			0.018084113039823227
8			0.12736432			0.04167614148615607
9			0.15302727			0.09976869818868847
10			0.10607357			0.06534714616604596
11			0.14447296			0.03847038048735134
12			0.1595856			0.10224082809340856
13			0.14637391			0.0402200174407981
14			0.14627887			0.04745912685786567
15			0.1328771			0.057308038445851125
16			0.14627887			0.04745912685786567
17			0.15787472			0.017002698405691356
18			0.12517822			0.0634524960011162
19			0.15397775			0.03443046769575394
20			0.16167665			0.0
21			0.17298736			0.09330305212114938
22			0.16167665			0.0
23			0.13477805			0.057569124088919
24			0.15397775			0.03443046938633973
25			0.15397775			0.03443046600516806
26			0.15397775			0.03443046769575394
27			0.15397775			0.03443046938633973
28			0.15397775			0.03443046769575394
29			0.15397775			0.034430471076925435
30			0.13857998			0.0565750465914593
31			0.15397775			0.03443046600516806
32			0.15397775			0.034430464314582104
33			0.15397775			0.03443046938633973

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.04870259			0.028754984550535767
1			0.064727694			0.02328191215418369
2			0.0694801			0.01993743050175059
3			0.063587114			0.031125574396822026
4			0.08174128			0.08849678292697541
5			0.11310714			0.11946439135421234
6			0.21015115			0.16163749265885374
7			0.19475338			0.17316374093956738
8			0.263378			0.1731231032880452
9			0.3402718			0.17359052449928583
10			0.32211766			0.19718092809205462
11			0.39520955			0.16134363889570325
12			0.37914643			0.16944470218005234
13			0.35719034			0.18642722639320047
14			0.37914643			0.16944469668373066
15			0.4011025			0.14732192605004804
16			0.38209292			0.1632508569018729
17			0.4011025			0.14732194501509704
18			0.36013684			0.18117350328773907
19			0.4011025			0.14732194501509704
20			0.4420682			0.0850135212988351
21			0.4011025			0.1473219323717313
22			0.39520955			0.16134361580653414
23			0.4230586			0.11718303354016797
24			0.37914643			0.1694447186690163
25			0.4011025			0.14732195133677947
26			0.35424384			0.19149158482886477
27			0.4420682			0.08501352951507984
28			0.27820548			0.21211997369241128
29			0.4011025			0.14732194501509704

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.09281438			0.15022861126472725
1			0.19114152			0.19230256125363177
2			0.13116625			0.17479892806469477
3			0.19209203			0.292031020832329
4			0.19209203			0.19937438121687673
5			0.19209203			0.19937438121687673
6			0.17308244			0.19755355670143854
7			0.19209203			0.19937438121687673
8			0.17308244			0.1975535472728804
9			0.17308243			0.1975535472728804
10			0.23001616			0.19766373639008045
11			0.19209203			0.19937438121687673
12			0.21110162			0.19937436253197624
13			0.23001616			0.19766373639008045
14			0.21110162			0.19937436253197624
15			0.15407284			0.1938606565329644
16			0.116053626			0.18034087476816335
17			0.21110162			0.19937436253197624
18			0.13496818			0.18825312202519343
19			0.17298739			0.1976363221025148
20			0.19209203			0.19937438121687673
21			0.19199698			0.19946542128938438
22			0.09704403			0.17002703712017336
23			0.19209203			0.19937438121687673
24			0.21110162			0.1993743718744267

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.053892214			0.1732507288567926
1			0.06852961			0.1670358611880812
2			0.08839466			0.16422248601066441
3			0.07233153			0.03727529944742758
4			0.07024048			0.03605791493608448
5			0.1186199			0.1806470605221733
6			0.11320216			0.04292972103478577
7			0.17013592			0.18162778583393277
8			0.1588252			0.012752030294532184
9			0.19199696			0.175157255379125
10			0.19199696			0.17515726069619028
11			0.19199696			0.1751572394279282
12			0.19969586			0.17002703164267635
13			0.23771499			0.2343660750279247
14			0.23771504			0.23436606708033594
15			0.15397775			0.03443046769575394
16			0.16167665			0.0
17			0.19969586			0.17002706450765584
18			0.16167665			0.0
19			0.23771499			0.23436608297551317
20			0.23771499			0.2343660750279247
21			0.19969586			0.1700270590301597
22			0.23001611			0.23934028138405236
23			0.19969586			0.1700270425976702
24			0.19969586			0.1700270480751669
25			0.16167665			0.0
26			0.23771499			0.2343660750279247
27			0.16167665			0.0
28			0.19969586			0.1700270480751669
29			0.31375337			0.313514338798936
30			0.27573422			0.2793829191822166
31			0.3137534			0.3135143269165756
32			0.16167665			0.0
33			0.23771504			0.2343660750279247
34			0.16167665			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.09371258			0.1975810955996304
1			0.09210152			0.07354024322361877
2			0.15692428			0.1807362180391444
3			0.12840983			0.054169021390586304
4			0.14171658			0.053345551473493964
5			0.184108			0.19144628067254368
6			0.16433801			0.05331828337081634
7			0.21870549			0.1702924775681892
8			0.16338752			0.05317916536824401
9			0.15388273			0.06312202699784501
10			0.20977093			0.2596461659574996
11			0.17783482			0.01700270268498663
12			0.16443306			0.05302621741881316
13			0.2025473			0.18163370303839307
14			0.1720369			0.03870216258867573
15			0.2023572			0.18184442264742556
16			0.18315753			0.1916048323792649
17			0.16433801			0.05331827900400934
18			0.16443306			0.04360206517223866
19			0.14703926			0.07132451273387858
20			0.18163675			2.9802322387695312E-8
21			0.21100657			0.17624728096731399
22			0.17298739			0.0386811476485599
23			0.18163675			2.9802322387695312E-8
24			0.1383899			0.07736229830673369
25			0.20235722			0.18184441240435528
26			0.17298739			0.0386811476485599
27			0.17298739			0.0386811476485599
28			0.17298739			0.0386811476485599

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.044411175			0.04944653857394603
1			0.068244465			0.05346853000845318
2			0.10740425			0.043850003309240236
3			0.123467356			0.04971274135145898
4			0.11681398			0.059742635313201196
5			0.13591865			0.04643170032955505
6			0.13382758			0.06174418605804823
7			0.15492825			0.04695409072812698
8			0.17393787			0.039124692640872094
9			0.17393787			0.039124692640872094
10			0.1652885			0.05379397735497797
11			0.17393787			0.039124692640872094
12			0.18258724			0.004250677810893488
13			0.15863512			0.0574107208739407
14			0.16623896			0.05424884079662093
15			0.13097614			0.06535640213529965
16			0.1595856			0.05492079309806014
17			0.1652885			0.05379398168316945
18			0.17393787			0.039124692640872094
19			0.18258724			0.004250677810893488
20			0.13943543			0.07175135628609629
21			0.17298739			0.0386811476485599
22			0.17298739			0.0386811476485599

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.025748502			0.03647782912846352
1			0.0285144			0.035396922698009425
2			0.0285144			0.035396922698009425
3			0.058739662			0.04777559020166548
4			0.09200645			0.07888148150398347
5			0.10027564			0.09146216426674092
6			0.18695943			0.12455524730885568
7			0.28809044			0.058868400292917594
8			0.30985644			0.08197855108141873
9			0.34416875			0.027051129450777645
10			0.3450242			0.08063073046875192
11			0.3755346			0.02623738906988199
12			0.3907423			0.019104418277816882
13			0.39929658			0.008501355621786976
14			0.40119752			8.940696242613424E-8
15			0.40119752			8.940696242613424E-8
16			0.39169276			0.020072920337816515
17			0.39454418			0.016680861164896275
18			0.39454418			0.016680861164896275
19			0.40119752			8.940696242613424E-8
20			0.40119752			8.940696242613424E-8
21			0.38694036			0.023165213924565085
22			0.39644513			0.014968179887016873
23			0.40119752			8.940696242613424E-8
24			0.39644513			0.014968179887016873
25			0.40119752			8.940696242613424E-8
26			0.40119752			8.940696242613424E-8
27			0.39644513			0.014968179887016873
28			0.39644513			0.01496818037311188
29			0.39644513			0.014968179887016873
30			0.40119752			8.940696242613424E-8
31			0.40119752			8.940696242613424E-8
32			0.39644513			0.01496818037311188
33			0.39644513			0.014968179887016873

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.07884231			0.08163525732546574
1			0.11500808			0.08353414839501591
2			0.1576846			0.0989776898785923
3			0.19180684			0.11416265812882416
4			0.21861038			0.12704402163773917
5			0.19827011			0.1419744776998452
6			0.19827011			0.14566799921642726
7			0.29274783			0.09240405179293383
8			0.3040585			0.10090130375458373
9			0.30690992			0.10012475554058983
10			0.29635963			0.12138839606969905
11			0.31831574			0.10389220368661332
12			0.30681494			0.12544585226864258
13			0.29246268			0.14186525456319474
14			0.275259			0.153874464916117
15			0.34407377			0.07693723548429991
16			0.275259			0.153874464916117
17			0.2580553			0.1632084928518205
18			0.29246268			0.14186525456319474
19			0.3096664			0.12642075348157286
20			0.29246268			0.14186524799835545
21			0.3096664			0.12642075348157286
22			0.275259			0.153874464916117
23			0.32687008			0.10605066091575682
24			0.32687008			0.10605063457015891

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0257485			0.0522020033603401
1			0.053036787			0.052757549491982574
2			0.0665336			0.050130948870419925
3			0.108449765			0.02975473061571832
4			0.11595854			0.029999653404749516
5			0.11301206			0.038809158926305556
6			0.12460793			0.012752030865104657
7			0.119855516			0.022128019487671922
8			0.11301206			0.038809158926305556
9			0.11301206			0.038809160426148924
10			0.12460793			0.012752030865104657
11			0.1140576			0.04357512373093494
12			0.10464783			0.05127309151049872
13			0.09419255			0.04946150066987249
14			0.11795456			0.02993634421898925
15			0.119760476			0.031709595701658815
16			0.1255584			0.017002699261550496
17			0.13316225			0.02793829066815965
18			0.13401768			0.045741691171313555
19			0.1520768			0.053479180143057664
20			0.17593382			0.040925865788311935
21			0.19779487			0.01700270696428083
22			0.19199693			0.04293182666879346
23			0.19199693			0.04293183344787332
24			0.20159678			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.032934137			0.04374173083026949
1			0.072141424			0.04744771186396732
2			0.11035072			0.031149071638169355
3			0.12650888			0.04522527209862868
4			0.14637391			0.057333723755408045
