Ms. Pacman Rolling Horizon Agent Test Run.
Chromosome Size: 10
Population Size: 20
Computational Budget: 40
Mutation Rate: 50

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
18			0.14171655			1.4901161193847656E-8
19			0.14171655			1.4901161193847656E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.007984033			0.026101189007309098
1			0.01150081			0.0299363432467987
2			0.01150081			0.029936342274608122
3			0.028609443			0.04824095542971483
4			0.024522385			0.047170443104671785
5			0.041916154			0.05645562864694046
6			0.041821115			0.05652439589831395
7			0.0590248			0.059812306346126394
8			0.07613343			0.05815819343689542
9			0.11025567			0.03544921467783671
10			0.11595856			0.02592912223930491
11			0.12175649			0.0
12			0.12175649			0.0
13			0.12175649			0.0
14			0.12175649			0.0
15			0.11016063			0.035740830051722454
16			0.12175649			0.0
17			0.11595856			0.02592912336174282
18			0.12175649			0.0
19			0.12175649			0.0
20			0.11595856			0.02592912111686695

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.038722552			0.07824096417815775
1			0.10455281			0.09755185269119579
2			0.19579887			0.06999432576972495
3			0.21956088			0.0615981477161062
4			0.20891549			0.08981577810969449
5			0.24237235			0.0608811954353052
6			0.26908085			0.015675716680020168
7			0.2719323			0.03237218719019886
8			0.27088678			0.06604843650354558
9			0.2726927			0.09038250003028343
10			0.31375343			0.027873544727239262
11			0.32230774			0.011484691446633449
12			0.32706013			0.009017043464058204
13			0.33086202			0.01808410821174552
14			0.3403668			0.004250675671246658
15			0.3413173			5.9604644775390625E-8
16			0.3413173			5.9604644775390625E-8
17			0.3413173			5.9604644775390625E-8
18			0.2925577			0.11943618665549005
19			0.3250641			0.07268654501907572
20			0.3088109			0.10019148638969445
21			0.3250641			0.07268654822229081
22			0.3413173			5.9604644775390625E-8
23			0.3413173			5.9604644775390625E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.020658681			0.04057484451307929
1			0.057504036			0.07005043332143215
2			0.062351484			0.06942279506359568
3			0.08620852			0.06117045284252608
4			0.12650888			0.0680108244336883
5			0.1443779			0.07760469207916501
6			0.17973575			0.06000834394280962
7			0.1776447			0.06501158887229837
8			0.19199693			0.042931836159504966
9			0.20159678			2.9802322387695312E-8
10			0.19199693			0.042931836159504966
11			0.20159678			2.9802322387695312E-8
12			0.20159678			2.9802322387695312E-8
13			0.20159678			2.9802322387695312E-8
14			0.20159678			2.9802322387695312E-8
15			0.20159678			2.9802322387695312E-8
16			0.20159678			2.9802322387695312E-8
17			0.20159678			2.9802322387695312E-8
18			0.20159678			2.9802322387695312E-8
19			0.20159678			2.9802322387695312E-8
20			0.20159678			2.9802322387695312E-8
21			0.19199693			0.04293183344787332
22			0.20159678			2.9802322387695312E-8
23			0.20159678			2.9802322387695312E-8
24			0.19199693			0.042931828024609514
25			0.20159678			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0070858286			0.030886407786381912
1			0.0107404245			0.034060353336695444
2			0.03383709			0.057406951139204195
3			0.050090294			0.07572039048074428
4			0.07518297			0.07957453960881902
5			0.13088109			0.06947924016234205
6			0.13468301			0.07183943223464617
7			0.14323735			0.07334035334810061
8			0.14228687			0.0734831026706459
9			0.13354242			0.08721502305903958
10			0.12299212			0.08802172896204162
11			0.1681399			0.05778715554355847
12			0.19009598			0.04290656852004854
13			0.17279725			0.07054419226208261
14			0.18049614			0.060125501704080715
15			0.18334757			0.0596366926782738
16			0.18334758			0.059636696582424514
17			0.1631974			0.07916238000938361
18			0.16139148			0.0745344880888146
19			0.20254725			0.004250675029352399
20			0.17089628			0.07108510575298937
21			0.17669421			0.06271713135644867
22			0.17279725			0.07054419226208261
23			0.17279725			0.07054419226208261
24			0.17279725			0.0705441889615891
25			0.15749452			0.08049324933488082
26			0.19199693			0.042931836159504966
27			0.17279725			0.0705441889615891
28			0.20159678			2.9802322387695312E-8
29			0.20159678			2.9802322387695312E-8
30			0.20159678			2.9802322387695312E-8
31			0.17279725			0.07054419226208261
32			0.1823971			0.059177443804871555
33			0.19199693			0.04293182531297736
34			0.19199693			0.042931828024609514
35			0.19199693			0.042931828024609514
36			0.17279725			0.0705441889615891
37			0.20159678			2.9802322387695312E-8
38			0.20159678			2.9802322387695312E-8
39			0.20159678			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.008083832			0.035236607875192394
1			0.050090294			0.07445711207246604
2			0.0787948			0.10662283224968991
3			0.14798974			0.09686449478471634
4			0.11529323			0.10823391982255849
5			0.17954566			0.08024201543862146
6			0.17754966			0.08995749695162186
7			0.20720464			0.06864150275075799
8			0.23011117			0.03825608023290868
9			0.23666947			0.08197083689552312
10			0.22412317			0.11468532251608843
11			0.27088675			0.10398442797870848
12			0.2858093			0.15431733538984374
13			0.32211763			0.12768728280574124
14			0.33723027			0.14082618732869473
15			0.3056743			0.170877199215679
16			0.3438836			0.14038990157487086
17			0.3438836			0.14038991484252786
18			0.32477897			0.15754095476954524
19			0.3438836			0.1403899214763559
20			0.3056743			0.170877199215679
21			0.3438836			0.14038991484252786
22			0.3820929			0.08543857235661093
23			0.32477897			0.1575409665927888
24			0.3438836			0.1403899082086995
25			0.36298823			0.11776895119139147

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.02025948			0.06077598477875615
1			0.020245224			0.06215397033003867
2			0.023096666			0.07113338809065911
3			0.034882616			0.07658167180563395
4			0.055032793			0.08998932654284585
5			0.04267655			0.07655159132958492
6			0.114722945			0.09086847566405383
7			0.17203689			0.061436603211438436
8			0.18239711			0.064397238575258
9			0.15350254			0.09818463431376635
10			0.18610398			0.0771057910385829
11			0.17935558			0.0872180236560984
12			0.1592054			0.1007782292467779
13			0.18030606			0.08756330788435038
14			0.16975573			0.09498999039406954
15			0.2014067			0.06548234614035267
16			0.22250734			0.0042506743874580425
17			0.18030606			0.08756330522535252
18			0.21195702			0.0475847924075449
19			0.22250734			0.0042506743874580425
20			0.22345781			0.005859151478318673
21			0.21585399			0.032091894325148786
22			0.19950576			0.07259564179095593
23			0.20435321			0.060762368005308244
24			0.22621427			0.051548972847990884
25			0.2300162			0.05143318623155147
26			0.24151702			5.9604644775390625E-8
27			0.24151702			5.9604644775390625E-8
28			0.24151702			5.9604644775390625E-8
29			0.24151702			5.9604644775390625E-8
30			0.2300162			0.051433188494979576

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.024351297			0.05225425059380534
1			0.05978519			0.07211056066160303
2			0.09923011			0.07452138260634587
3			0.13658397			0.06876563536516704
4			0.1605361			0.0533724784679817
5			0.18163675			2.9802322387695312E-8
6			0.17298739			0.0386811476485599
7			0.18163675			2.9802322387695312E-8
8			0.17298739			0.0386811476485599
9			0.18163675			2.9802322387695312E-8
10			0.17298739			0.0386811476485599
11			0.18163675			2.9802322387695312E-8
12			0.18163675			2.9802322387695312E-8
13			0.18163675			2.9802322387695312E-8
14			0.18163675			2.9802322387695312E-8
15			0.17298739			0.0386811476485599
16			0.17298739			0.0386811476485599
17			0.18163675			2.9802322387695312E-8
18			0.18163675			2.9802322387695312E-8
19			0.18163675			2.9802322387695312E-8
20			0.16433801			0.05331827900400934
21			0.18163675			2.9802322387695312E-8
22			0.18163675			2.9802322387695312E-8
23			0.17298739			0.0386811476485599
24			0.18163675			2.9802322387695312E-8
25			0.18163675			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.010279441			0.04389527439066486
1			0.01948484			0.059088978477170345
2			0.05788424			0.09089432028776663
3			0.08658874			0.0996015115513822
4			0.124988124			0.09765875336299441
5			0.17298734			0.07007945700562868
6			0.19199693			0.04293183344787332
7			0.20159678			2.9802322387695312E-8
8			0.20159678			2.9802322387695312E-8
9			0.1823971			0.05917743790319753
10			0.1823971			0.05917744183764694
11			0.19199693			0.04293182666879346
12			0.20159678			2.9802322387695312E-8
13			0.20159678			2.9802322387695312E-8
14			0.19199693			0.04293182531297736
15			0.20159678			2.9802322387695312E-8
16			0.19199693			0.042931828024609514
17			0.20159678			2.9802322387695312E-8
18			0.20159678			2.9802322387695312E-8
19			0.19199693			0.04293182531297736
20			0.19199693			0.042931836159504966
21			0.20159678			2.9802322387695312E-8
22			0.20159678			2.9802322387695312E-8
23			0.1823971			0.05917743987042227
24			0.20159678			2.9802322387695312E-8
25			0.20159678			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0136726545			0.019085376847890422
1			0.021956086			0.02093430856968252
2			0.027754018			0.029256877815802076
3			0.04438742			0.03951848147582485
4			0.050375443			0.03528828793588361
5			0.05417736			0.03834099371191646
6			0.054272406			0.03820882284495609
7			0.059880238			0.044504392204219735
8			0.075087905			0.053595609827274245
9			0.066248454			0.05979024630814784
10			0.09685389			0.05903987720584109
11			0.13392264			0.04723780272262033
12			0.14342745			0.047845888774589666
13			0.14722936			0.04795526681969404
14			0.13953047			0.05712013910953202
15			0.13953047			0.05712013707145359
16			0.10103603			0.07936956780348244
17			0.13953047			0.05712013707145359
18			0.14722936			0.047955283812762005
19			0.13183157			0.06408717200817694
20			0.13183157			0.06408717200817694
21			0.12318221			0.06886095567853488
22			0.1308811			0.06348665964074944
23			0.12318221			0.06886095567853488
24			0.12318221			0.06886095567853488
25			0.14627887			0.04745912685786567
26			0.14627887			0.047459119498986235
27			0.14627887			0.04745912931082523
28			0.12318221			0.06886095229736412

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0062874258			0.01496706668803956
1			0.015968064			0.02035536830342373
2			0.0308906			0.019984959052812494
3			0.036878627			0.015639367427081864
4			0.046383433			0.0346207027863003
5			0.058834717			0.04261692372650419
6			0.0730919			0.050531050645992934
7			0.10065584			0.053867815403394234
8			0.12166144			0.042500380256210425
9			0.13496816			0.0301797989528577
10			0.13496816			0.030179804738945482
11			0.12821975			0.0415999801204958
12			0.14171655			1.4901161193847656E-8
13			0.12821975			0.041599977322049134
14			0.121471345			0.049590463487945165
15			0.14171655			1.4901161193847656E-8
16			0.14171655			1.4901161193847656E-8
17			0.14171655			1.4901161193847656E-8
18			0.14171655			1.4901161193847656E-8
19			0.14171655			1.4901161193847656E-8
20			0.14171655			1.4901161193847656E-8
21			0.14171655			1.4901161193847656E-8
22			0.14171655			1.4901161193847656E-8
23			0.13496816			0.03017980666764116
24			0.14171655			1.4901161193847656E-8
25			0.13496816			0.03017980088155375
26			0.12821975			0.04159997872127249
27			0.12821975			0.0415999801204958
28			0.14171655			1.4901161193847656E-8
29			0.14171655			1.4901161193847656E-8
30			0.13496816			0.030179804738945482
31			0.12821975			0.041599977322049134

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.009481038			0.022905223861019404
1			0.023191711			0.03061047243960622
2			0.034882616			0.038476008626659536
3			0.06558311			0.04439463584357249
4			0.0825967			0.04411681274569352
5			0.096093506			0.03703214583691535
6			0.09504798			0.043905595209458886
7			0.105408214			0.04023551864063437
8			0.11595856			0.02592912336174282
9			0.11595856			0.02592912336174282
10			0.11595856			0.02592912336174282
11			0.11016063			0.03574082842311836
12			0.09856476			0.0478109386795342
13			0.09856476			0.0478109386795342
14			0.11016063			0.03574083330893043
15			0.12175649			0.0
16			0.10436269			0.04260589318611832
17			0.09276683			0.0518582422337339
18			0.11595856			0.02592912336174282
19			0.11016063			0.03574083330893043
20			0.11595856			0.02592912336174282
21			0.086968906			0.055003978994421776
22			0.11595856			0.02592912223930491
23			0.11595856			0.02592912223930491
24			0.12175649			0.0
25			0.11016063			0.035740830051722454
26			0.11595856			0.02592912223930491
27			0.12175649			0.0
28			0.10436269			0.04260589318611832

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.005389222			0.022128699460372284
1			0.0055127847			0.02154971341825016
2			0.006558314			0.02130389538951117
3			0.0067484104			0.021253383748143975
4			0.011405761			0.02932965907965839
5			0.006653362			0.021278863479442633
6			0.011215665			0.029396424438494537
7			0.025472863			0.042671571235839666
8			0.04438741			0.04972273263843743
9			0.077939354			0.04267856432789587
10			0.07290181			0.045689125851404964
11			0.087254055			0.03562131870536331
12			0.1017964			0.0
13			0.09694895			0.021678448976760398
14			0.1017964			0.0
15			0.0921015			0.029881672743958778
16			0.082691744			0.03938704021798986
17			0.1017964			0.0
18			0.09694895			0.02167844629171293
19			0.1017964			0.0
20			0.1017964			0.0
21			0.1017964			0.0
22			0.09694895			0.02167845099054578
23			0.1017964			0.0
24			0.09704399			0.02125337964002167
25			0.1017964			0.0
26			0.09704399			0.021253380324708776
27			0.1017964			0.0
28			0.1017964			0.0
29			0.1017964			0.0
30			0.1017964			0.0
31			0.1017964			0.0
32			0.1017964			0.0
33			0.1017964			0.0
34			0.1017964			0.0
35			0.1017964			0.0
36			0.1017964			0.0
37			0.1017964			0.0
38			0.1017964			0.0
39			0.1017964			0.0
40			0.1017964			0.0
41			0.1017964			0.0
42			0.1017964			0.0
43			0.1017964			0.0
44			0.1017964			0.0
45			0.1017964			0.0
46			0.1017964			0.0
47			0.1017964			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			3.9920158E-4			7.984031999936807E-4
1			0.0010455281			9.968717303660251E-4
2			0.0015207682			8.501350954682221E-4
3			0.001710864			6.984573904080361E-4
4			0.0016158161			7.837858398029422E-4
5			0.001710864			6.984573090237986E-4
6			0.001805912			5.859152467886575E-4
7			0.001805912			5.859152225345439E-4
8			0.00190096			4.250675310181149E-4
9			0.00190096			4.2506754773411105E-4
10			0.00190096			4.250674975861206E-4
11			0.001805912			5.859152952968819E-4
12			0.00190096			4.250675143021181E-4
13			0.001996008			0.0
14			0.00190096			4.250675310181149E-4
15			0.00190096			4.2506756445010656E-4
16			0.001996008			0.0
17			0.00190096			4.2506754773411105E-4
18			0.001996008			0.0
19			0.001996008			0.0
20			0.001996008			0.0
21			0.001996008			0.0
22			0.001996008			0.0
23			0.001996008			0.0
24			0.001996008			0.0
25			0.001996008			0.0
26			0.001996008			0.0
27			0.001996008			0.0
28			0.001996008			0.0
29			0.001996008			0.0
30			0.001996008			0.0
31			0.001996008			0.0
32			0.001996008			0.0
33			0.001996008			0.0
34			0.001996008			0.0
35			0.001996008			0.0
36			0.001996008			0.0
37			0.001996008			0.0
38			0.001996008			0.0
39			0.001996008			0.0
40			0.001996008			0.0
41			0.001996008			0.0
42			0.001996008			0.0
43			0.001996008			0.0
44			0.001996008			0.0
45			0.001996008			0.0
46			0.001996008			0.0
47			0.001996008			0.0
48			0.001996008			0.0
49			0.001996008			0.0
50			0.001996008			0.0
51			0.001996008			0.0
52			0.001996008			0.0
53			0.001996008			0.0
54			0.001996008			0.0
55			0.001996008			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			4.99002E-4			8.642967811045496E-4
1			5.70288E-4			9.017045191353335E-4
2			0.0011405761			9.877677416127205E-4
3			0.0013306722			9.409271611653216E-4
4			0.0015207682			8.501350620362298E-4
5			0.0016158161			7.837859485891923E-4
6			0.001996008			0.0
7			0.001805912			5.859151982804291E-4
8			0.001710864			6.984573090237986E-4
9			0.00190096			4.250674975861206E-4
10			0.001996008			0.0
11			0.00190096			4.250675310181149E-4
12			0.001710864			6.984573090237986E-4
13			0.001710864			6.984573497159185E-4
14			0.001805912			5.85915125518079E-4
15			0.001805912			5.859152952968819E-4
16			0.00190096			4.2506754773411105E-4
17			0.00190096			4.250675143021181E-4
18			0.001805912			5.859152467886575E-4
19			0.00190096			4.2506756445010656E-4
20			0.001996008			0.0
21			0.001805912			5.859151740263134E-4
22			0.00190096			4.250674808701225E-4
23			0.00190096			4.250675310181149E-4
24			0.001805912			5.859151497721967E-4
25			0.001996008			0.0
26			0.001805912			5.859151982804291E-4
27			0.001996008			0.0
28			0.001710864			6.984573090237986E-4
29			0.001805912			5.859152225345439E-4
30			0.00190096			4.2506746415412367E-4
31			0.001996008			0.0
32			0.001996008			0.0
33			0.001996008			0.0
34			0.001996008			0.0
35			0.001996008			0.0
36			0.001996008			0.0
37			0.001996008			0.0
38			0.001996008			0.0
39			0.001996008			0.0
40			0.001996008			0.0
41			0.001996008			0.0
42			0.00190096			4.250674808701225E-4
43			0.001805912			5.859152467886575E-4
44			0.001996008			0.0
45			0.001996008			0.0
46			0.001996008			0.0
47			0.001996008			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			2.994012E-4			7.127174000262613E-4
1			9.5048005E-4			9.968717303660251E-4
2			0.0013306722			9.409271611653216E-4
3			0.001710864			6.984573904080361E-4
4			0.00190096			4.250675143021181E-4
5			0.00190096			4.250675143021181E-4
6			0.00190096			4.250675310181149E-4
7			0.001996008			0.0
8			0.00190096			4.2506756445010656E-4
9			0.001996008			0.0
10			0.001996008			0.0
11			0.001805912			5.859151982804291E-4
12			0.001996008			0.0
13			0.00190096			4.250674975861206E-4
14			0.001996008			0.0
15			0.00190096			4.2506756445010656E-4
16			0.00190096			4.250674808701225E-4
17			0.001996008			0.0
18			0.00190096			4.250675143021181E-4
19			0.00190096			4.250674474381242E-4
20			0.001996008			0.0
21			0.001996008			0.0
22			0.001996008			0.0
23			0.00190096			4.250674474381242E-4
24			0.001996008			0.0
25			0.001996008			0.0
26			0.001996008			0.0
27			0.001996008			0.0
28			0.001996008			0.0
29			0.001805912			5.859152952968819E-4
30			0.00190096			4.2506756445010656E-4
31			0.001996008			0.0
32			0.001996008			0.0
33			0.001996008			0.0
34			0.00190096			4.2506754773411105E-4
35			0.001996008			0.0
36			0.001996008			0.0
37			0.001996008			0.0
38			0.001996008			0.0
39			0.001996008			0.0
40			0.001996008			0.0
41			0.001996008			0.0
42			0.001996008			0.0
43			0.00190096			4.2506754773411105E-4
44			0.001996008			0.0
45			0.001996008			0.0
46			0.001996008			0.0
47			0.001805912			5.859152710427702E-4
48			0.00190096			4.250674474381242E-4
49			0.001996008			0.0
50			0.001996008			0.0
51			0.00190096			4.250674474381242E-4
52			0.00190096			4.2506754773411105E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.001497006			0.004760175527569479
1			0.002756392			0.006296166504048204
2			0.0031365838			0.006177388411587574
3			0.0028514394			0.004292973383092571
4			0.0027563914			0.004332770913186763
5			0.0027563914			0.004332770913186763
6			0.0027563914			0.004332770913186763
7			0.0029464874			0.004250674815387624
8			0.0029464874			0.004250674815387624
9			0.003801921			0.005905228067240025
10			0.0048474493			0.006984571625321471
11			0.009314705			0.009938768580159112
12			0.017203687			0.008501351342493316
13			0.021956088			0.0
14			0.021956088			0.0
15			0.021956088			0.0
16			0.02091056			0.004675743506799804
17			0.021956088			0.006159814523559147
18			0.022906568			0.0074840865408425635
19			0.027658967			0.010920184755355078
20			0.03431233			0.00969303315692888
21			0.041916177			7.450580596923828E-9
22			0.041916177			7.450580596923828E-9
23			0.041916177			7.450580596923828E-9
24			0.041916177			7.450580596923828E-9
25			0.041916177			7.450580596923828E-9
26			0.041916177			7.450580596923828E-9
27			0.03992017			0.008926419315132092
28			0.03992017			0.008926418500028333
29			0.041916177			7.450580596923828E-9
30			0.041916177			7.450580596923828E-9
31			0.041916177			7.450580596923828E-9
32			0.03992017			0.008926418092476424

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.10958085			0.08981791933502574
1			0.1625321			0.08201711964385412
2			0.17574376			0.09050835592397345
3			0.21861042			0.07060345413372907
4			0.19570385			0.09404460988736998
5			0.26337802			0.043076779020307626
6			0.24617437			0.08493697716486773
7			0.28039163			0.06772327793080449
8			0.261287			0.09354181818358646
9			0.26993638			0.07338172336559226
10			0.29854584			0.012752026871096814
11			0.27563927			0.07327824340887043
12			0.27269277			0.08847321173447081
13			0.30139726			5.9604644775390625E-8
14			0.2583405			0.10546706339582514
15			0.28704503			0.06418519612874563
16			0.27269277			0.08847320120786493
17			0.28704503			0.06418519975622752
18			0.28704503			0.06418519975622752
19			0.30139726			5.9604644775390625E-8
20			0.30139726			5.9604644775390625E-8
21			0.30139726			5.9604644775390625E-8
22			0.27269277			0.08847320647116803
23			0.30139726			5.9604644775390625E-8
24			0.30139726			5.9604644775390625E-8
25			0.28704503			0.06418519612874563
26			0.30139726			5.9604644775390625E-8
27			0.28704503			0.06418518887378122

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.005389223			0.01756147002927063
1			0.005607834			0.01705521668836574
2			0.005702882			0.017029255515902706
3			0.0057979305			0.01700269754983217
4			0.0095998505			0.023436607155085463
5			0.009314706			0.023539308373632287
6			0.015207681			0.0334023065584654
7			0.034122236			0.04214369256619451
8			0.060925774			0.038208818274729106
9			0.0837373			0.008501354765928417
10			0.07984033			0.01976907299522912
11			0.07984033			0.019769075203513915
12			0.0837373			0.008501354765928417
13			0.08164624			0.03068122759187756
14			0.087444164			0.025824382538031553
15			0.10065582			0.03668877704820912
16			0.11985553			0.008501350486634324
17			0.11595856			0.025929124484180686
18			0.12175649			0.0
19			0.11595856			0.02592912336174282
20			0.12175649			0.0
21			0.10436269			0.04260589318611832
22			0.12175649			0.0
23			0.11016063			0.03574083330893043
24			0.12175649			0.0
25			0.12175649			0.0
26			0.11595856			0.025929124484180686
27			0.12175649			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.05369261			0.04548489664899709
1			0.06662865			0.03690996046334301
2			0.09134113			0.03518060165336204
3			0.099705346			0.04563868352560343
4			0.13791463			0.022732176299546335
5			0.13297215			0.04806817423898884
6			0.15217184			0.02993634421898925
7			0.15217185			0.03178073721036412
8			0.1635776			0.008501351342493316
9			0.15692425			0.020341164853354052
10			0.16072616			0.015675719464948137
11			0.1635776			0.008501351342493316
12			0.15587871			0.03587479712421842
13			0.1635776			0.008501351342493316
14			0.16262712			0.025750817142554262
15			0.17878526			0.02245226334925752
16			0.19399296			0.01567572039325735
17			0.20159678			2.9802322387695312E-8
18			0.20159678			2.9802322387695312E-8
19			0.20159678			2.9802322387695312E-8
20			0.20159678			2.9802322387695312E-8
21			0.20159678			2.9802322387695312E-8
22			0.20159678			2.9802322387695312E-8
23			0.20159678			2.9802322387695312E-8
24			0.19199693			0.042931832092057434
25			0.20159678			2.9802322387695312E-8
26			0.20159678			2.9802322387695312E-8
27			0.20159678			2.9802322387695312E-8
28			0.20159678			2.9802322387695312E-8

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.001996008			0.0
1			0.001996008			0.0
2			0.001996008			0.0
3			0.00190096			4.2506756445010656E-4
4			0.001996008			0.0
5			0.001996008			0.0
6			0.001996008			0.0
7			0.001996008			0.0
8			0.00190096			4.250675143021181E-4
9			0.001996008			0.0
10			0.001996008			0.0
11			0.00190096			4.250674975861206E-4
12			0.001996008			0.0
13			0.001996008			0.0
14			0.001996008			0.0
15			0.001996008			0.0
16			0.001996008			0.0
17			0.001996008			0.0
18			0.001996008			0.0
19			0.001996008			0.0
20			0.001996008			0.0
21			0.001996008			0.0
22			0.001996008			0.0
23			0.00190096			4.2506756445010656E-4
24			0.001996008			0.0
25			0.001996008			0.0
26			0.001996008			0.0
27			0.001996008			0.0
28			0.001996008			0.0
29			0.001996008			0.0
30			0.001996008			0.0
31			0.00190096			4.2506746415412367E-4
32			0.001996008			0.0
33			0.001805912			5.859153195509925E-4
34			0.00190096			4.250674975861206E-4
35			0.001996008			0.0
36			0.00190096			4.2506746415412367E-4
37			0.001996008			0.0
38			0.001996008			0.0
39			0.001996008			0.0
40			0.001996008			0.0
41			0.001996008			0.0

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.001996008			0.0
1			0.001996008			0.0
2			0.00190096			4.2506756445010656E-4
3			0.00190096			4.2506756445010656E-4
4			0.001996008			0.0
5			0.001996008			0.0
6			0.001996008			0.0
7			0.001996008			0.0
8			0.001996008			0.0
9			0.001996008			0.0
