Ms. Pacman Rolling Horizon Agent Test Run.
Chromosome Size: 5
Population Size: 50
Computational Budget: 40
Mutation Rate: 50

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
7			0.0018394588			5.366252479546183E-4
8			0.0018003214			5.935481164727352E-4
9			0.0018394588			5.366253009184103E-4
10			0.0018394588			5.366251155451154E-4
11			0.0019960087			6.984920789913299E-10
12			0.0017611838			6.430932046111411E-4
13			0.0019960087			6.984920789913299E-10
14			0.0019177337			3.8744079135184843E-4
15			0.0019960087			6.984920789913299E-10
16			0.0019177337			3.8744057127911886E-4
17			0.0019960087			6.984920789913299E-10
18			0.0019568712			2.7674339645704046E-4
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0014770458			8.755173027874523E-4
1			0.0018003214			5.935481643571568E-4
2			0.001682909			7.258910399193704E-4
3			0.0018785963			4.69648942586211E-4
4			0.0017220464			6.868588717087543E-4
5			0.001682909			7.258910007651329E-4
6			0.0018394588			5.366253274003043E-4
7			0.0019568712			2.7674340929461364E-4
8			0.0019177337			3.874405529397191E-4
9			0.0018394588			5.366251420270185E-4
10			0.0019568712			2.7674335794431745E-4
11			0.0019960087			6.984920789913299E-10
12			0.0019568712			2.7674342213218617E-4
13			0.0019568712			2.7674331943158907E-4
14			0.0018785963			4.69648942586211E-4
15			0.0019177337			3.8744068131549926E-4
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019568712			2.7674342213218617E-4
21			0.0019960087			6.984920789913299E-10
22			0.0019960087			6.984920789913299E-10
23			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0017964075			5.988022991337116E-4
1			0.0017220464			6.868588717087543E-4
2			0.0016437715			7.609181898471625E-4
3			0.0018394588			5.366251685089205E-4
4			0.0018003214			5.935481643571568E-4
5			0.0019177337			3.874406079579158E-4
6			0.0019568712			2.767433065940117E-4
7			0.0018394588			5.36625194990821E-4
8			0.0018785963			4.6964895771544176E-4
9			0.0018003214			5.935481404149465E-4
10			0.0018785963			4.6964895771544176E-4
11			0.0018785963			4.69648942586211E-4
12			0.0019177337			3.8744064463670926E-4
13			0.0018394588			5.366251420270185E-4
14			0.0018785963			4.69648942586211E-4
15			0.0019177337			3.8744058961851776E-4
16			0.0018785963			4.69648942586211E-4
17			0.0019177337			3.874404612427072E-4
18			0.0019177337			3.874405346003184E-4
19			0.0019568712			2.7674331943158907E-4
20			0.0019568712			2.767432937564338E-4
21			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0016367267			7.668411430311466E-4
1			0.0017220464			6.868589544672622E-4
2			0.0018394588			5.36625194990821E-4
3			0.0018785963			4.6964895771544176E-4
4			0.0019960087			6.984920789913299E-10
5			0.0019568712			2.7674338361946674E-4
6			0.0018785963			4.6964895771544176E-4
7			0.0019177337			3.8744068131549926E-4
8			0.0018785963			4.6964895771544176E-4
9			0.0019568712			2.7674334510674193E-4
10			0.0019568712			2.7674335794431745E-4
11			0.0018003214			5.935481164727352E-4
12			0.0018785963			4.6964895771544176E-4
13			0.0017220464			6.868590579153833E-4
14			0.0019568712			2.7674335794431745E-4
15			0.0018785963			4.69648942586211E-4
16			0.0018394588			5.366253803640885E-4
17			0.0019177337			3.8744069965489296E-4
18			0.0019568712			2.7674334510674193E-4
19			0.0019177337			3.874406079579158E-4
20			0.0019177337			3.874405346003184E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0016766469			7.317485297025158E-4
1			0.0018785963			4.69648942586211E-4
2			0.0018394588			5.366251420270185E-4
3			0.0019177337			3.874406629761047E-4
4			0.0018003214			5.935481404149465E-4
5			0.0019568712			2.7674339645704046E-4
6			0.0019568712			2.7674339645704046E-4
7			0.0019960087			6.984920789913299E-10
8			0.0018785963			4.69648942586211E-4
9			0.0018785963			4.6964895771544176E-4
10			0.0019568712			2.7674334510674193E-4
11			0.0019177337			3.8744064463670926E-4
12			0.0018003214			5.935481643571568E-4
13			0.0018785963			4.6964895771544176E-4
14			0.0019177337			3.8744064463670926E-4
15			0.0019177337			3.8744049792151453E-4
16			0.0019960087			6.984920789913299E-10
17			0.0018785963			4.6964895771544176E-4
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10
21			0.0019177337			3.8744058961851776E-4
22			0.0019960087			6.984920789913299E-10
23			0.0019568712			2.7674335794431745E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.001037924			9.97205081085687E-4
1			0.001604634			7.924719401443138E-4
2			0.0019568712			2.7674342213218617E-4
3			0.0017611838			6.430931825134812E-4
4			0.0018785963			4.69648942586211E-4
5			0.0019177337			3.874407179942858E-4
6			0.0019960087			6.984920789913299E-10
7			0.0019960087			6.984920789913299E-10
8			0.0019568712			2.7674335794431745E-4
9			0.0019960087			6.984920789913299E-10
10			0.0019568712			2.7674337078189236E-4
11			0.0019960087			6.984920789913299E-10
12			0.0018785963			4.6964895771544176E-4
13			0.0019960087			6.984920789913299E-10
14			0.0019568712			2.7674337078189236E-4
15			0.0019960087			6.984920789913299E-10
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0018785963			4.6964895771544176E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0016766469			7.317485297025158E-4
1			0.001682909			7.258910007651329E-4
2			0.0017611838			6.430931825134812E-4
3			0.001682909			7.258908833024076E-4
4			0.0018785963			4.6964895771544176E-4
5			0.0017611838			6.430932488064588E-4
6			0.0018003214			5.935481882993662E-4
7			0.0015654966			8.20953171264968E-4
8			0.0019177337			3.874405346003184E-4
9			0.0019177337			3.8744064463670926E-4
10			0.0019177337			3.874405346003184E-4
11			0.0019568712			2.7674340929461364E-4
12			0.0019960087			6.984920789913299E-10
13			0.0018394588			5.366253274003043E-4
14			0.0018785963			4.69648942586211E-4
15			0.0018394588			5.366253274003043E-4
16			0.0019177337			3.8744075467306885E-4
17			0.0018394588			5.366251420270185E-4
18			0.0019177337			3.8744064463670926E-4
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0013972054			9.14685848564039E-4
1			0.0018785963			4.6964895771544176E-4
2			0.0018003214			5.935481404149465E-4
3			0.0017611838			6.430931604158205E-4
4			0.0019177337			3.8744064463670926E-4
5			0.0019960087			6.984920789913299E-10
6			0.0019568712			2.7674339645704046E-4
7			0.0019177337			3.8744062629731297E-4
8			0.0018785963			4.6964895771544176E-4
9			0.0019960087			6.984920789913299E-10
10			0.0019568712			2.7674333226916577E-4
11			0.0019177337			3.8744073633367775E-4
12			0.0018785963			4.69648942586211E-4
13			0.0017220464			6.868589544672622E-4
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019177337			3.874405346003184E-4
17			0.0019568712			2.767432937564338E-4
18			0.0019177337			3.874404612427072E-4
19			0.0019177337			3.8744058961851776E-4
20			0.0019177337			3.874407179942858E-4
21			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0015968065			7.984030931991013E-4
1			0.0018785963			4.69648942586211E-4
2			0.0019568712			2.7674339645704046E-4
3			0.0019177337			3.874406629761047E-4
4			0.0019177337			3.8744064463670926E-4
5			0.0019568712			2.7674340929461364E-4
6			0.0019568712			2.7674335794431745E-4
7			0.0019177337			3.8744058961851776E-4
8			0.0019568712			2.7674342213218617E-4
9			0.0019960087			6.984920789913299E-10
10			0.0019177337			3.874406079579158E-4
11			0.0019568712			2.7674342213218617E-4
12			0.0019960087			6.984920789913299E-10
13			0.0019568712			2.7674339645704046E-4
14			0.0019960087			6.984920789913299E-10
15			0.0019568712			2.7674337078189236E-4
16			0.0019568712			2.7674339645704046E-4
17			0.0019960087			6.984920789913299E-10
18			0.0019568712			2.767433065940117E-4
19			0.0019960087			6.984920789913299E-10
20			0.0019177337			3.8744064463670926E-4
21			0.0019960087			6.984920789913299E-10
22			0.0019960087			6.984920789913299E-10
23			0.0019568712			2.7674342213218617E-4
24			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0015968065			7.984030220027071E-4
1			0.0019568712			2.7674337078189236E-4
2			0.0019568712			2.7674342213218617E-4
3			0.0019960087			6.984920789913299E-10
4			0.0019568712			2.7674337078189236E-4
5			0.0019960087			6.984920789913299E-10
6			0.0018785963			4.696489274569797E-4
7			0.0019177337			3.8744049792151453E-4
8			0.0019960087			6.984920789913299E-10
9			0.0019960087			6.984920789913299E-10
10			0.0019960087			6.984920789913299E-10
11			0.0019960087			6.984920789913299E-10
12			0.0019960087			6.984920789913299E-10
13			0.0019960087			6.984920789913299E-10
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10
21			0.0019960087			6.984920789913299E-10
22			0.0019960087			6.984920789913299E-10
23			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0013972054			9.146856310554922E-4
1			0.0019568712			2.7674333226916577E-4
2			0.0018785963			4.696489274569797E-4
3			0.0019960087			6.984920789913299E-10
4			0.0019568712			2.767432937564338E-4
5			0.0019960087			6.984920789913299E-10
6			0.0019568712			2.7674334510674193E-4
7			0.0019960087			6.984920789913299E-10
8			0.0019960087			6.984920789913299E-10
9			0.0019568712			2.7674335794431745E-4
10			0.0019177337			3.874404429033022E-4
11			0.0019960087			6.984920789913299E-10
12			0.0019177337			3.8744064463670926E-4
13			0.0019177337			3.8744058961851776E-4
14			0.0019960087			6.984920789913299E-10
15			0.0018394588			5.366251420270185E-4
16			0.0019568712			2.7674331943158907E-4
17			0.0019568712			2.7674339645704046E-4
18			0.0018785963			4.6964895771544176E-4
19			0.0019177337			3.8744057127911886E-4
20			0.0018785963			4.6964895771544176E-4
21			0.0019568712			2.7674343496975816E-4
22			0.0019568712			2.7674334510674193E-4
23			0.0019568712			2.767433065940117E-4
24			0.0019177337			3.8744075467306885E-4
25			0.0019960087			6.984920789913299E-10
26			0.0019568712			2.7674333226916577E-4
27			0.0019568712			2.7674337078189236E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0016367267			7.668411430311466E-4
1			0.0017220464			6.868588717087543E-4
2			0.0019568712			2.7674343496975816E-4
3			0.0019960087			6.984920789913299E-10
4			0.0019177337			3.8744073633367775E-4
5			0.0019568712			2.767433065940117E-4
6			0.0019177337			3.8744049792151453E-4
7			0.0018394588			5.366254333278675E-4
8			0.0019568712			2.7674342213218617E-4
9			0.0018785963			4.69648942586211E-4
10			0.0019177337			3.874405162609169E-4
11			0.0019568712			2.7674342213218617E-4
12			0.0019568712			2.7674337078189236E-4
13			0.0019960087			6.984920789913299E-10
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019568712			2.7674340929461364E-4
20			0.0019568712			2.7674335794431745E-4
21			0.0018785963			4.6964895771544176E-4
22			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0016367267			7.668412171578633E-4
1			0.0018003214			5.935481404149465E-4
2			0.0019960087			6.984920789913299E-10
3			0.0019960087			6.984920789913299E-10
4			0.0019568712			2.7674331943158907E-4
5			0.0019568712			2.7674337078189236E-4
6			0.0019960087			6.984920789913299E-10
7			0.0019568712			2.7674340929461364E-4
8			0.0019177337			3.8744068131549926E-4
9			0.0019568712			2.767432937564338E-4
10			0.0018785963			4.6964895771544176E-4
11			0.0019960087			6.984920789913299E-10
12			0.0019568712			2.7674340929461364E-4
13			0.0019960087			6.984920789913299E-10
14			0.0019177337			3.8744064463670926E-4
15			0.0019177337			3.874406629761047E-4
16			0.0019177337			3.874406079579158E-4
17			0.0018785963			4.69648942586211E-4
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019568712			2.7674335794431745E-4
21			0.0017611838			6.430932046111411E-4
22			0.0019960087			6.984920789913299E-10
23			0.0019960087			6.984920789913299E-10
24			0.0019177337			3.8744057127911886E-4
25			0.0019960087			6.984920789913299E-10
26			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0017964075			5.988023465979721E-4
1			0.0019177337			3.874407730124591E-4
2			0.0019177337			3.8744049792151453E-4
3			0.0019960087			6.984920789913299E-10
4			0.0019960087			6.984920789913299E-10
5			0.0019960087			6.984920789913299E-10
6			0.0019960087			6.984920789913299E-10
7			0.0019960087			6.984920789913299E-10
8			0.0019960087			6.984920789913299E-10
9			0.0019960087			6.984920789913299E-10
10			0.0019960087			6.984920789913299E-10
11			0.0019568712			2.767432937564338E-4
12			0.0019960087			6.984920789913299E-10
13			0.0019177337			3.8744075467306885E-4
14			0.0019960087			6.984920789913299E-10
15			0.0019177337			3.8744079135184843E-4
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019177337			3.874406629761047E-4
20			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0014371256			8.96205132047912E-4
1			0.0018003214			5.935481404149465E-4
2			0.0018785963			4.6964895771544176E-4
3			0.0018394588			5.366252214727204E-4
4			0.0019177337			3.874406629761047E-4
5			0.0016437715			7.609181898471625E-4
6			0.0019177337			3.8744082803062455E-4
7			0.0019960087			6.984920789913299E-10
8			0.0019568712			2.7674339645704046E-4
9			0.0018003214			5.935481404149465E-4
10			0.0019960087			6.984920789913299E-10
11			0.0019177337			3.8744057127911886E-4
12			0.0019568712			2.7674337078189236E-4
13			0.0019568712			2.7674339645704046E-4
14			0.0019960087			6.984920789913299E-10
15			0.0019568712			2.767432937564338E-4
16			0.0019568712			2.7674342213218617E-4
17			0.0019177337			3.8744079135184843E-4
18			0.0019960087			6.984920789913299E-10
19			0.0019568712			2.7674342213218617E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0014371256			8.962051637613086E-4
1			0.0018394588			5.366254068459787E-4
2			0.0019177337			3.8744080969123693E-4
3			0.0019960087			6.984920789913299E-10
4			0.0019177337			3.8744064463670926E-4
5			0.0019568712			2.7674343496975816E-4
6			0.0019568712			2.7674338361946674E-4
7			0.0019960087			6.984920789913299E-10
8			0.0019177337			3.8744068131549926E-4
9			0.0018394588			5.366252479546183E-4
10			0.0019960087			6.984920789913299E-10
11			0.0019568712			2.7674339645704046E-4
12			0.0018785963			4.69648942586211E-4
13			0.0018785963			4.6964895771544176E-4
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019177337			3.874406079579158E-4
17			0.0019177337			3.874407179942858E-4
18			0.0019177337			3.874406079579158E-4
19			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0015568862			8.268389322287632E-4
1			0.001682909			7.258909224566514E-4
2			0.0019568712			2.7674342213218617E-4
3			0.0018785963			4.6964895771544176E-4
4			0.0018394588			5.366252214727204E-4
5			0.0019960087			6.984920789913299E-10
6			0.0019568712			2.767432937564338E-4
7			0.0018394588			5.366252479546183E-4
8			0.0019568712			2.7674331943158907E-4
9			0.0019568712			2.7674334510674193E-4
10			0.0019177337			3.8744075467306885E-4
11			0.0018785963			4.6964895771544176E-4
12			0.0018394588			5.366253009184103E-4
13			0.0018785963			4.69648942586211E-4
14			0.0019960087			6.984920789913299E-10
15			0.0019568712			2.7674337078189236E-4
16			0.0019177337			3.8744062629731297E-4
17			0.0019177337			3.8744064463670926E-4
18			0.0019177337			3.8744079135184843E-4
19			0.0019568712			2.7674339645704046E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0013972054			9.14685848564039E-4
1			0.0017611838			6.430932267088004E-4
2			0.0019177337			3.8744057127911886E-4
3			0.0018785963			4.6964895771544176E-4
4			0.0019177337			3.8744057127911886E-4
5			0.0018785963			4.69648942586211E-4
6			0.0017220464			6.868589958465125E-4
7			0.0017611838			6.430932046111411E-4
8			0.0018003214			5.935481404149465E-4
9			0.0018785963			4.6964895771544176E-4
10			0.0019177337			3.8744049792151453E-4
11			0.0019177337			3.874406079579158E-4
12			0.0018003214			5.935481404149465E-4
13			0.0018785963			4.6964895771544176E-4
14			0.0018785963			4.69648942586211E-4
15			0.0019568712			2.7674339645704046E-4
16			0.0019568712			2.7674335794431745E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0015568862			8.268388291069455E-4
1			0.001604634			7.924720477381834E-4
2			0.0018785963			4.6964895771544176E-4
3			0.0018785963			4.6964895771544176E-4
4			0.0019960087			6.984920789913299E-10
5			0.0019177337			3.8744064463670926E-4
6			0.0019960087			6.984920789913299E-10
7			0.0019568712			2.7674342213218617E-4
8			0.0019960087			6.984920789913299E-10
9			0.0019177337			3.874404795821113E-4
10			0.0019960087			6.984920789913299E-10
11			0.0019960087			6.984920789913299E-10
12			0.0019177337			3.8744057127911886E-4
13			0.0019960087			6.984920789913299E-10
14			0.0019960087			6.984920789913299E-10
15			0.0018785963			4.696489274569797E-4
16			0.0019568712			2.767433065940117E-4
17			0.0019177337			3.874404795821113E-4
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0017165671			6.925889011452495E-4
1			0.0018785963			4.6964895771544176E-4
2			0.0016437715			7.609181898471625E-4
3			0.0016437715			7.609180777915752E-4
4			0.001682909			7.258911182278391E-4
5			0.0017220464			6.868589130880094E-4
6			0.0018785963			4.6964895771544176E-4
7			0.0019568712			2.7674343496975816E-4
8			0.0019177337			3.874406079579158E-4
9			0.0019960087			6.984920789913299E-10
10			0.0018394588			5.366251420270185E-4
11			0.0019177337			3.8744082803062455E-4
12			0.0019568712			2.7674333226916577E-4
13			0.0019177337			3.8744068131549926E-4
14			0.0018785963			4.69648942586211E-4
15			0.0018785963			4.69648942586211E-4
16			0.0018394588			5.36625274436515E-4
17			0.0019177337			3.874406079579158E-4
18			0.0019568712			2.7674343496975816E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0018363277			5.415033657517614E-4
1			0.0019177337			3.8744079135184843E-4
2			0.0018394588			5.366252479546183E-4
3			0.0018785963			4.6964895771544176E-4
4			0.0017611838			6.430932046111411E-4
5			0.0018394588			5.366251155451154E-4
6			0.0019960087			6.984920789913299E-10
7			0.0019568712			2.7674333226916577E-4
8			0.0019960087			6.984920789913299E-10
9			0.0019960087			6.984920789913299E-10
10			0.0019177337			3.8744069965489296E-4
11			0.0019177337			3.8744062629731297E-4
12			0.0019960087			6.984920789913299E-10
13			0.0019960087			6.984920789913299E-10
14			0.0019960087			6.984920789913299E-10
15			0.0019177337			3.874406629761047E-4
16			0.0019177337			3.8744064463670926E-4
17			0.0019568712			2.7674334510674193E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0019161681			3.911359611817667E-4
1			0.0019960087			6.984920789913299E-10
2			0.0019960087			6.984920789913299E-10
3			0.0019568712			2.7674338361946674E-4
4			0.0019960087			6.984920789913299E-10
5			0.0019960087			6.984920789913299E-10
6			0.0019177337			3.874406079579158E-4
7			0.0019960087			6.984920789913299E-10
8			0.0019568712			2.7674337078189236E-4
9			0.0019568712			2.7674331943158907E-4
10			0.0019960087			6.984920789913299E-10
11			0.0019960087			6.984920789913299E-10
12			0.0019960087			6.984920789913299E-10
13			0.0019960087			6.984920789913299E-10
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019568712			2.7674333226916577E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0019560885			2.794410304937514E-4
1			0.0019960087			6.984920789913299E-10
2			0.0019960087			6.984920789913299E-10
3			0.0019177337			3.8744082803062455E-4
4			0.0018394588			5.36625194990821E-4
5			0.0018785963			4.6964895771544176E-4
6			0.0019177337			3.8744057127911886E-4
7			0.0019960087			6.984920789913299E-10
8			0.0018785963			4.6964895771544176E-4
9			0.0019960087			6.984920789913299E-10
10			0.0019177337			3.874405346003184E-4
11			0.0019177337			3.8744073633367775E-4
12			0.0018785963			4.6964895771544176E-4
13			0.0019960087			6.984920789913299E-10
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019568712			2.7674340929461364E-4
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10
21			0.0019177337			3.874407179942858E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0018762479			4.7402548341196984E-4
1			0.0019960087			6.984920789913299E-10
2			0.0019960087			6.984920789913299E-10
3			0.0019177337			3.874405529397191E-4
4			0.0018785963			4.6964895771544176E-4
5			0.0019960087			6.984920789913299E-10
6			0.0019960087			6.984920789913299E-10
7			0.0019177337			3.874405346003184E-4
8			0.0019568712			2.7674331943158907E-4
9			0.0019960087			6.984920789913299E-10
10			0.0019960087			6.984920789913299E-10
11			0.0019568712			2.7674342213218617E-4
12			0.0019177337			3.8744064463670926E-4
13			0.0019568712			2.7674340929461364E-4
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10
21			0.0019960087			6.984920789913299E-10
22			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0018762479			4.740255583596999E-4
1			0.0019960087			6.984920789913299E-10
2			0.0019960087			6.984920789913299E-10
3			0.0019960087			6.984920789913299E-10
4			0.0018785963			4.6964895771544176E-4
5			0.0019960087			6.984920789913299E-10
6			0.0019568712			2.7674340929461364E-4
7			0.0019960087			6.984920789913299E-10
8			0.0018785963			4.6964895771544176E-4
9			0.0019960087			6.984920789913299E-10
10			0.0019960087			6.984920789913299E-10
11			0.0019177337			3.8744082803062455E-4
12			0.0019960087			6.984920789913299E-10
13			0.0019960087			6.984920789913299E-10
14			0.0019568712			2.7674331943158907E-4
15			0.0019960087			6.984920789913299E-10
16			0.0018785963			4.6964895771544176E-4
17			0.0019568712			2.767433065940117E-4
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10
21			0.0019960087			6.984920789913299E-10
22			0.0019568712			2.7674338361946674E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0019161681			3.911360156801578E-4
1			0.0018785963			4.69648942586211E-4
2			0.0019177337			3.8744073633367775E-4
3			0.0019960087			6.984920789913299E-10
4			0.0019177337			3.874405346003184E-4
5			0.0019568712			2.767432937564338E-4
6			0.0019960087			6.984920789913299E-10
7			0.0019960087			6.984920789913299E-10
8			0.0019960087			6.984920789913299E-10
9			0.0019960087			6.984920789913299E-10
10			0.0019960087			6.984920789913299E-10
11			0.0019960087			6.984920789913299E-10
12			0.0019960087			6.984920789913299E-10
13			0.0019960087			6.984920789913299E-10
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019568712			2.767432937564338E-4
21			0.0019960087			6.984920789913299E-10
22			0.0019960087			6.984920789913299E-10
23			0.0019568712			2.7674340929461364E-4
24			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0018762479			4.7402546842242237E-4
1			0.0019177337			3.874407179942858E-4
2			0.0019568712			2.7674337078189236E-4
3			0.0019960087			6.984920789913299E-10
4			0.0019177337			3.874405346003184E-4
5			0.0019960087			6.984920789913299E-10
6			0.0019568712			2.7674338361946674E-4
7			0.0019960087			6.984920789913299E-10
8			0.0019960087			6.984920789913299E-10
9			0.0019960087			6.984920789913299E-10
10			0.0019960087			6.984920789913299E-10
11			0.0019960087			6.984920789913299E-10
12			0.0019960087			6.984920789913299E-10
13			0.0019960087			6.984920789913299E-10
14			0.0019177337			3.874406629761047E-4
15			0.0019960087			6.984920789913299E-10
16			0.0019960087			6.984920789913299E-10
17			0.0019568712			2.767432937564338E-4
18			0.0019960087			6.984920789913299E-10
19			0.0019177337			3.874406079579158E-4

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0018762479			4.740255283806093E-4
1			0.0019177337			3.874407179942858E-4
2			0.0019177337			3.8744068131549926E-4
3			0.0017611838			6.430931825134812E-4
4			0.0019177337			3.8744068131549926E-4
5			0.0019177337			3.8744064463670926E-4
6			0.0019568712			2.7674334510674193E-4
7			0.0018394588			5.366252214727204E-4
8			0.0019568712			2.767433065940117E-4
9			0.0019177337			3.8744075467306885E-4
10			0.0019177337			3.874406079579158E-4
11			0.0018785963			4.6964895771544176E-4
12			0.0019568712			2.7674335794431745E-4
13			0.0019960087			6.984920789913299E-10
14			0.0019568712			2.7674337078189236E-4
15			0.0019568712			2.7674335794431745E-4
16			0.0019568712			2.7674342213218617E-4
17			0.0019568712			2.767432937564338E-4
18			0.0019960087			6.984920789913299E-10
19			0.0019568712			2.767433065940117E-4
20			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0019161681			3.911360701785413E-4
1			0.0018394588			5.366251685089205E-4
2			0.0019177337			3.874405346003184E-4
3			0.0018785963			4.6964895771544176E-4
4			0.0018785963			4.6964895771544176E-4
5			0.0019177337			3.8744082803062455E-4
6			0.0019960087			6.984920789913299E-10
7			0.0018003214			5.935481643571568E-4
8			0.0019177337			3.8744069965489296E-4
9			0.0019960087			6.984920789913299E-10
10			0.0019960087			6.984920789913299E-10
11			0.0019960087			6.984920789913299E-10
12			0.0019568712			2.7674334510674193E-4
13			0.0019568712			2.7674337078189236E-4
14			0.0019960087			6.984920789913299E-10
15			0.0019960087			6.984920789913299E-10
16			0.0019960087			6.984920789913299E-10
17			0.0019960087			6.984920789913299E-10
18			0.0019960087			6.984920789913299E-10
19			0.0019960087			6.984920789913299E-10
20			0.0019960087			6.984920789913299E-10

Generation Evolution for Next Move: 
Generation	Average Fitness		Standard Deviation
0			0.0018762479			4.7402554337015485E-4
1			0.0018003214			5.935481404149465E-4
2			0.0019568712			2.767433065940117E-4
3			0.0018785963			4.6964895771544176E-4
4			0.0019960087			6.984920789913299E-10
5			0.0019960087			6.984920789913299E-10
6			0.0019960087			6.984920789913299E-10
